"Cluster","Silo","ID","D0","D3","D5","D7","D9","D11","D13"
70,"9","CHOYP_RLA1.5.12.m.15482",0.1,0.1,90.3577,255.53235,109.16595,0.1,0.1
3,"9","CHOYP_RS16.1.5.m.29365",105.67295,107.5287,91.821,88.47455,104.0852,116.21265,94.66425
54,"9","CHOYP_RS3A.4.15.m.15367",136.9162,162.87345,182.7894,173.63305,88.90715,171.7772,0.1
2,"9","CHOYP_RS4.3.11.m.15465",9.84135,35.4363,73.6299,18.6376,91.43885,83.01205,15.2927
1,"9","CHOYP_RS5.1.2.m.146",97.63145,121.6388,231.0983,168.51615,165.18025,193.74205,211.50285
3,"9","CHOYP_RS6.10.12.m.44863",46.4308,66.7829,75.66345,69.85445,66.01305,74.14095,62.22125
3,"9","CHOYP_SC31A.1.2.m.8241",59.85105,87.0834,54.0807,80.38925,49.7611,61.33075,57.33565
3,"9","CHOYP_SELD.1.2.m.8600",51.29945,57.60435,73.83815,85.88835,52.39415,50.82335,63.5444
1,"9","CHOYP_SMP_051990.7.7.m.57569",82.0493,114.76605,95.88055,118.17745,122.0124,155.63955,181.3491
3,"9","CHOYP_SMP_194720.1.1.m.53496",53.3845,57.9162,66.4137,66.19595,58.96725,84.98635,85.28395
3,"9","CHOYP_SPTCA.1.2.m.1905",25.59665,57.8742,63.99765,68.69485,78.858,78.6886,78.6579
50,"9","CHOYP_TAGL3.1.1.m.31031",271.90145,317.2425,280.77695,257.51455,361.24375,467.86335,423.168
72,"9","CHOYP_TBA.1.6.m.12217",441.20555,34.45415,140.54485,183.0576,83.7,50.3576,0.1
2,"9","CHOYP_TBA1A.2.4.m.19573",0.1,0.1,0.1,0.1,0.1,0.1,0.1
71,"9","CHOYP_TBA2.1.1.m.955",329.57535,262.74455,194.8525,230.8458,157.151,163.4568,244.56415
75,"9","CHOYP_TBB4B.1.7.m.12262",290.5583,575.2672,265.15795,367.6797,401.77685,635.2697,567.3892
74,"9","CHOYP_TBB4B.7.7.m.63980",549.2633,261.08445,359.34275,260.92085,285.65025,176.5041,192.195
3,"9","CHOYP_TEMPT.1.3.m.4934",4.10335,28.80595,49.0512,68.742,85.5237,115.6941,76.66635
76,"9","CHOYP_TPM.17.19.m.63919",0.1,0.1,0.1,49.79045,152.07435,162.7206,0.1
2,"9","CHOYP_TPM.18.19.m.66023",88.92355,60.1499,0.1,42.9447,0.1,12.98565,0.1
45,"9","CHOYP_TPM.7.19.m.15554",120.0044,110.35385,2.62075,52.96835,0.1,0.1,101.3903
77,"9","CHOYP_TRIADDRAFT_57086.1.1.m.25271",283.9452,303.20255,370.01345,259.1985,229.80995,270.9148,478.2411
1,"9","CHOYP_UCHL.1.1.m.29303",125.549,102.69725,121.68935,107.4206,117.1707,108.5343,120.3457
51,"9","CHOYP_VOLCADRAFT_93060.2.2.m.26741",572.0971,284.42,182.0209,166.2589,183.36395,193.93855,157.5121
3,"9","CHOYP_YAHB.1.1.m.25422",60.7435,54.52605,51.20825,56.4039,71.82265,82.52775,85.46705
