"ID","Cluster","Silo","D0","D3","D5","D7","D9","D11","D13","Gene.names"
"CHOYP_LOC763340.1.1.m.60271",1,"3",0.1,2.3646,0.1,2.5541,0.1,0.1,0.1,"Zfyve21"
"CHOYP_LOC763340.1.1.m.60271",1,"9",0.1,0.1,0.1,0.1,0.1,2.6793,0.1,"Zfyve21"
"CHOYP_LOC763378.1.1.m.7889",1,"9",0.57115,0.5289,0.85295,0.6305,0.1,0.3338,0.5185,"CEP295 KIAA1731"
"CHOYP_LOC763378.1.1.m.7889",1,"3",0.57115,0.3011,0.5045,0.53045,0.3217,0.1,0.39475,"CEP295 KIAA1731"
"CHOYP_LOC763463.1.1.m.1366",1,"3",63.23595,55.4026,55.8521,50.9236,45.35015,43.86625,55.98555,"fahd2 fahd2a"
"CHOYP_LOC763463.1.1.m.1366",1,"9",63.23595,56.566,46.3897,41.7931,40.5323,52.75205,43.90595,"fahd2 fahd2a"
"CHOYP_LOC763793.3.7.m.24306",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Hmcn2"
"CHOYP_LOC763793.3.7.m.24306",1,"9",0.1,0.1,0.1,0.1,0.1,1.5754,0.1,"Hmcn2"
"CHOYP_LOC763845.1.1.m.35345",1,"3",0.1,0.1,0.1,0.31865,0.1,0.1,0.1,"NWD2 KIAA1239"
"CHOYP_LOC763845.1.1.m.35345",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"NWD2 KIAA1239"
"CHOYP_LOC763960.1.2.m.17062",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.3312,"MTUS2 CAZIP KIAA0774 TIP150"
"CHOYP_LOC763960.1.2.m.17062",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"MTUS2 CAZIP KIAA0774 TIP150"
"CHOYP_LOC764565.1.1.m.3966",1,"9",27.88525,18.23845,8.7573,9.68915,25.28165,19.7438,9.9148,"DHRS4"
"CHOYP_LOC764565.1.1.m.3966",1,"3",27.88525,21.12295,9.69395,12.276,12.2896,21.72925,5.3351,"DHRS4"
"CHOYP_LOC764722.1.3.m.16471",1,"9",0.1,7.32935,15.83805,19.98985,33.74535,32.8547,33.89975,""
"CHOYP_LOC764722.1.3.m.16471",1,"3",0.1,2.02905,8.97975,14.70805,31.7164,25.7485,23.24355,""
"CHOYP_LOC764722.3.3.m.43616",1,"9",1.14315,0.1,1.26455,2.6447,3.46165,9.61425,8.7005,"CRISP3"
"CHOYP_LOC764722.3.3.m.43616",1,"3",1.14315,0.1,0.1,3.359,1.18975,2.39595,1.49935,"CRISP3"
"CHOYP_LOC764806.1.2.m.17636",1,"9",7.63725,15.5282,22.10775,15.16045,12.4753,14.54305,9.72325,"None"
"CHOYP_LOC764806.1.2.m.17636",1,"3",7.63725,10.03725,14.8203,14.16565,19.25405,17.4415,10.1408,"None"
"CHOYP_LOC764850.1.8.m.5396",1,"9",0.1,0.1,0.1,3.1988,1.44105,0.1,0.1,"None"
"CHOYP_LOC764850.1.8.m.5396",1,"3",0.1,0.1,1.3467,1.3702,0.1,0.1,0.1,"None"
"CHOYP_LOC764898.1.1.m.28118",1,"3",7.983,3.87185,7.6796,4.1639,4.18565,4.30625,0.1,"HSPB11 C1orf41 IFT25 HSPC034"
"CHOYP_LOC764898.1.1.m.28118",1,"9",7.983,0.1,0.1,0.1,0.1,0.1,3.95275,"HSPB11 C1orf41 IFT25 HSPC034"
"CHOYP_LOC764949.1.1.m.44351",1,"9",0.1,0.1,0.1,0.1,1.6199,1.6978,0.1,"None"
"CHOYP_LOC764949.1.1.m.44351",1,"3",0.1,0.1,0.1,1.53255,0.1,0.1,2.0186,"None"
"CHOYP_LOC769726.1.1.m.26365",1,"9",0.1,4.3517,0.1,2.63085,0.1,0.1,0.1,""
"CHOYP_LOC769726.1.1.m.26365",1,"3",0.1,0.1,0.1,2.19085,2.21155,2.35065,0.1,""
"CHOYP_LOC778718.1.1.m.29230",1,"3",42.88215,46.4097,41.68765,49.1487,57.81335,23.0789,14.24575,"Hmgb3 Hmg2a Hmg4"
"CHOYP_LOC778718.1.1.m.29230",1,"9",42.88215,13.60435,38.34435,25.8835,36.81775,26.40455,53.3211,"Hmgb3 Hmg2a Hmg4"
"CHOYP_LOC794295.1.1.m.42748",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"C1ql3 C1ql Ctrp13"
"CHOYP_LOC794295.1.1.m.42748",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,2.9257,"C1ql3 C1ql Ctrp13"
"CHOYP_LOC797197.1.1.m.49426",1,"3",0.1,0.62245,1.15605,1.2155,1.22455,0.6907,0.1,"TEX11"
"CHOYP_LOC797197.1.1.m.49426",1,"9",0.1,1.81965,0.7134,1.4446,1.25955,0.1,0.1,"TEX11"
"CHOYP_LONM.1.1.m.7031",1,"3",3.28035,5.79375,10.0937,12.24175,6.7198,7.7364,7.25295,"Lonp1 Prss15"
"CHOYP_LONM.1.1.m.7031",1,"9",3.28035,10.0069,8.3538,7.9366,8.66555,7.23625,4.8977,"Lonp1 Prss15"
"CHOYP_LR16A.1.3.m.9037",1,"9",2.48225,0.1,4.4541,0.1,0.1,5.8179,6.1973,"CARMIL2 LRRC16C RLTPR"
"CHOYP_LR16A.1.3.m.9037",1,"3",2.48225,1.6123,0.43925,0.1,0.1,0.1,0.1,"CARMIL2 LRRC16C RLTPR"
"CHOYP_LR16A.3.3.m.59538",1,"9",4.87595,7.79055,9.20215,11.8179,10.6748,10.3642,11.4479,"CARMIL1 CARMIL LRRC16 LRRC16A"
"CHOYP_LR16A.3.3.m.59538",1,"3",4.87595,3.6926,9.47845,12.1056,11.14905,9.1124,7.3961,"CARMIL1 CARMIL LRRC16 LRRC16A"
"CHOYP_LR16A.3.3.m.59539",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_LR16A.3.3.m.59539",1,"3",0.1,0.1,0.1,1.7561,0.1,0.1,0.1,"None"
"CHOYP_LRC40.1.2.m.20043",1,"3",4.56505,5.27555,6.18775,3.7246,7.4416,4.9624,3.63615,"lrrc40 zgc:63729"
"CHOYP_LRC40.1.2.m.20043",1,"9",4.56505,4.64465,5.9886,4.4375,5.7894,7.03095,3.66085,"lrrc40 zgc:63729"
"CHOYP_LRCH2.2.2.m.56149",1,"9",1.2923,0.67855,0.1,1.5028,1.96375,0.72645,3.0968,"Lrch1 Chdc1 Kiaa1016"
"CHOYP_LRCH2.2.2.m.56149",1,"3",1.2923,1.194,1.2684,1.26445,0.69765,2.03625,0.87175,"Lrch1 Chdc1 Kiaa1016"
"CHOYP_LRIG1.1.3.m.954",1,"9",52.35765,40.89005,49.4381,56.1599,56.6447,57.63275,49.82445,"Lrrc7 Kiaa1365 Lap1"
"CHOYP_LRIG1.1.3.m.954",1,"3",52.35765,38.72355,40.1393,43.4069,47.4296,64.96395,59.80735,"Lrrc7 Kiaa1365 Lap1"
"CHOYP_LRP1.5.5.m.54869",1,"3",0.31145,0.1,0.1782,0.5272,0.1,0.19025,0.22295,"Lrp1 A2mr"
"CHOYP_LRP1.5.5.m.54869",1,"9",0.31145,0.1,0.1913,0.20735,0.27575,0.19235,0.1786,"Lrp1 A2mr"
"CHOYP_LRP12.1.2.m.30870",1,"9",0.1,8.1673,8.82075,4.86775,6.3715,2.2411,2.02965,"Neto2 Btcl2"
"CHOYP_LRP12.1.2.m.30870",1,"3",0.1,1.97885,11.6353,2.13675,8.25245,4.3679,0.1,"Neto2 Btcl2"
"CHOYP_LRP1B.1.2.m.7346",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_LRP1B.1.2.m.7346",1,"3",0.1,0.50655,0.1,0.1,0.1,0.56105,0.1,"None"
"CHOYP_LRP2.6.7.m.41365",1,"3",0.1752,0.17065,0.29045,0.17565,0.3849,0.18505,0.1,"Lrp2"
"CHOYP_LRP2.6.7.m.41365",1,"9",0.1752,0.17735,0.18605,0.3044,0.3148,0.2767,0.3742,"Lrp2"
"CHOYP_LRP4.5.5.m.48010",1,"3",0.1,0.1,0.49115,0.1,0.3145,0.1,0.1,"Lrp4 Megf7"
"CHOYP_LRP4.5.5.m.48010",1,"9",0.1,0.1,0.33185,0.35535,0.3169,0.1,0.3052,"Lrp4 Megf7"
"CHOYP_LRP5.1.3.m.18025",1,"3",53.85565,54.85595,62.9643,51.2124,44.12805,46.7058,59.3314,"lgals3bpa lgals3bp zgc:136780"
"CHOYP_LRP5.1.3.m.18025",1,"9",53.85565,74.73465,68.59725,77.2316,60.85035,64.07985,89.73365,"lgals3bpa lgals3bp zgc:136780"
"CHOYP_LRP6.1.6.m.878",1,"3",0.1,0.1,0.1,0.1,0.1,0.83925,0.1,"USH2A"
"CHOYP_LRP6.1.6.m.878",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"USH2A"
"CHOYP_LRRF2.2.2.m.40846",1,"3",2.80465,2.70235,4.10065,1.45375,5.7178,4.56715,0.1,"LRRFIP2"
"CHOYP_LRRF2.2.2.m.40846",1,"9",2.80465,1.4726,6.16335,1.74225,8.8966,3.09115,5.62565,"LRRFIP2"
"CHOYP_LRRX1.6.11.m.41895",1,"3",0.1,0.1,7.46395,10.1636,13.43645,11.70365,7.1118,"C1QL2 CTRP10"
"CHOYP_LRRX1.6.11.m.41895",1,"9",0.1,1.6023,9.25875,10.21975,15.3724,18.5831,17.526,"C1QL2 CTRP10"
"CHOYP_LS14A.2.3.m.10984",1,"9",47.17925,40.01185,28.7206,27.60005,30.51995,35.63795,28.86285,"lsm14b-a rap46 rap55b rap55b-a"
"CHOYP_LS14A.2.3.m.10984",1,"3",47.17925,33.6897,30.369,25.80265,21.5855,33.335,24.36665,"lsm14b-a rap46 rap55b rap55b-a"
"CHOYP_LSAMP.1.1.m.36104",1,"3",0.1,0.1,0.1,0.1,0.1,2.1185,0.1,"LSAMP IGLON3 LAMP"
"CHOYP_LSAMP.1.1.m.36104",1,"9",0.1,0.1,0.1,0.1,0.1,2.132,0.1,"LSAMP IGLON3 LAMP"
"CHOYP_LSDA.1.1.m.28040",1,"3",0.1,0.1,5.71885,6.0129,6.05765,0.1,0.1,"LDL3 At4g16310/At4g16320 dl4185w/dl4190w FCAALL.342/ FCAALL.344"
"CHOYP_LSDA.1.1.m.28040",1,"9",0.1,0.1,3.243,0.1,0.1,0.1,2.9563,"LDL3 At4g16310/At4g16320 dl4185w/dl4190w FCAALL.342/ FCAALL.344"
"CHOYP_LSG1.1.1.m.14762",1,"3",0.1,0.1,0.1,0.1,0.96035,1.8996,0.1,"lsg1 zgc:76988"
"CHOYP_LSG1.1.1.m.14762",1,"9",0.1,0.1,0.1,1.1114,1.8418,0.1,0.1,"lsg1 zgc:76988"
"CHOYP_LSM12.1.1.m.24998",1,"9",12.6529,10.27835,11.0403,6.21485,18.71405,19.4876,12.64165,"LSM12"
"CHOYP_LSM12.1.1.m.24998",1,"3",12.6529,7.3796,17.1505,15.4852,15.6005,8.31245,20.14175,"LSM12"
"CHOYP_LSM2.1.2.m.54283",1,"3",46.13685,35.5583,44.7977,42.3013,42.78615,60.544,61.30075,"Lsm2 G7b"
"CHOYP_LSM2.1.2.m.54283",1,"9",46.13685,51.6715,45.71705,39.1576,63.4378,50.9715,36.83225,"Lsm2 G7b"
"CHOYP_LSM3.1.1.m.9505",1,"3",5.02775,14.41245,14.59245,10.18395,20.34705,16.25245,13.2513,"Lsm3"
"CHOYP_LSM3.1.1.m.9505",1,"9",5.02775,15.24535,16.5248,12.1035,0.1,21.89635,9.95465,"Lsm3"
"CHOYP_LSM4.1.3.m.2601",1,"9",20.6583,33.64435,18.1681,20.00285,21.8433,22.82305,28.8155,"Lsm4"
"CHOYP_LSM4.1.3.m.2601",1,"3",20.6583,11.95885,36.26335,21.17,17.14045,22.60125,21.95365,"Lsm4"
"CHOYP_LSM7.1.1.m.3617",1,"3",0.1,4.24185,0.1,0.1,13.37545,14.334,0.1,"Lsm7"
"CHOYP_LSM7.1.1.m.3617",1,"9",0.1,0.1,19.16955,21.15735,0.1,4.81175,0.1,"Lsm7"
"CHOYP_LTN1.1.2.m.7693",1,"3",0.3736,0.1,0.1,0.38565,0.1,0.1,0.85715,"Ltn1 Kiaa0714 Lister Rnf160 Zfp294 Znf294"
"CHOYP_LTN1.1.2.m.7693",1,"9",0.3736,0.1,0.7691,0.1,0.1,0.1,0.9623,"Ltn1 Kiaa0714 Lister Rnf160 Zfp294 Znf294"
"CHOYP_LTOR2.2.2.m.61709",1,"9",7.3033,5.58495,6.0536,6.66185,7.7223,8.0975,5.45,"None"
"CHOYP_LTOR2.2.2.m.61709",1,"3",7.3033,7.0368,5.34575,9.29145,3.87175,4.0914,9.71425,"None"
"CHOYP_LTV1.1.1.m.19482",1,"3",0.1,1.2551,0.1,0.1,0.1,0.1,0.1,"ltv1"
"CHOYP_LTV1.1.1.m.19482",1,"9",0.1,0.1,1.402,0.1,0.1,0.1,0.1,"ltv1"
"CHOYP_LYAM3.2.4.m.3333",1,"3",23.7955,6.10935,3.08065,1.63875,14.60185,5.2161,4.2146,"CR1L"
"CHOYP_LYAM3.2.4.m.3333",1,"9",23.7955,8.0783,0.1,1.98425,8.38685,5.2644,1.65055,"CR1L"
"CHOYP_LYPA2.1.1.m.45740",1,"9",41.34765,31.5356,15.92825,17.53325,30.5741,31.72005,34.9773,"Lypla2"
"CHOYP_LYPA2.1.1.m.45740",1,"3",41.34765,41.8056,38.2429,31.5948,23.55025,20.31665,16.46525,"Lypla2"
"CHOYP_LYRM4.2.3.m.7011",1,"3",5.5753,10.6742,0.1,0.1,5.64845,18.0402,0.1,"lyrm4 isd11"
"CHOYP_LYRM4.2.3.m.7011",1,"9",5.5753,5.66935,12.17265,0.1,11.71385,6.09745,10.97765,"lyrm4 isd11"
"CHOYP_LYS3.1.1.m.31221",1,"9",62.1268,57.7524,65.31665,78.6112,100.00325,124.85425,102.5901,"lysoz3"
"CHOYP_LYS3.1.1.m.31221",1,"3",62.1268,59.8864,62.86655,52.33295,72.2189,91.2277,71.75085,"lysoz3"
"CHOYP_M1I1L.1.1.m.4329",1,"9",0.1,0.1,0.1,4.07675,0.1,0.1,0.1,"Mid1ip1 Mig12"
"CHOYP_M1I1L.1.1.m.4329",1,"3",0.1,6.43025,0.1,0.1,3.42255,0.1,0.1,"Mid1ip1 Mig12"
"CHOYP_M2OM.1.1.m.11786",1,"9",0.1,0.1,0.1,2.0335,0.1,0.1,0.1,"SLC25A11 SLC20A4"
"CHOYP_M2OM.1.1.m.11786",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"SLC25A11 SLC20A4"
"CHOYP_M3K1.1.1.m.7202",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Map3k1 Mekk Mekk1"
"CHOYP_M3K1.1.1.m.7202",1,"3",0.1,0.1,0.1,0.1,1.9703,0.1,0.1,"Map3k1 Mekk Mekk1"
"CHOYP_M3K7.1.4.m.7880",1,"3",0.86255,0.8329,0.8302,0.8654,0.8733,0.1,0.1,"Map3k7"
"CHOYP_M3K7.1.4.m.7880",1,"9",0.86255,0.1,1.7901,0.1,0.1,0.93935,0.1,"Map3k7"
"CHOYP_M3K7.2.4.m.17369",1,"3",0.97325,0.36205,1.2522,0.375,0.66755,0.3993,0.4806,"Gse1 Kiaa0182"
"CHOYP_M3K7.2.4.m.17369",1,"9",0.97325,0.99,0.7733,0.4457,0.1,0.41125,0.9751,"Gse1 Kiaa0182"
"CHOYP_M6PR.1.1.m.51635",1,"3",0.1,0.1,0.1,1.8726,1.88225,0.1,0.1,"M6pr"
"CHOYP_M6PR.1.1.m.51635",1,"9",0.1,3.5667,0.1,2.1653,0.1,0.1,1.77905,"M6pr"
"CHOYP_MA1B1.1.1.m.22675",1,"3",2.5043,0.85705,1.62165,0.8863,0.1,0.1,2.21855,"Man1b1"
"CHOYP_MA1B1.1.1.m.22675",1,"9",2.5043,0.9024,0.1,1.0582,0.1,0.1,0.8925,"Man1b1"
"CHOYP_MA2A1.1.1.m.19620",1,"3",0.564,0.1,0.1,1.05155,0.1,0.1,0.7334,"At5g66150 K2A18.23"
"CHOYP_MA2A1.1.1.m.19620",1,"9",0.564,0.57275,0.1,0.1,0.1,0.1,0.1,"At5g66150 K2A18.23"
"CHOYP_MA2A2.1.1.m.8261",1,"9",2.3724,0.53385,0.1,0.1,0.1,0.1,0.94605,"Man2a2 Mana2x"
"CHOYP_MA2A2.1.1.m.8261",1,"3",2.3724,0.1,0.1,1.0362,0.1,0.1,0.1,"Man2a2 Mana2x"
"CHOYP_MA2C1.1.1.m.46709",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,3.66805,"Man2c1"
"CHOYP_MA2C1.1.1.m.46709",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Man2c1"
"CHOYP_MABP1.1.2.m.21698",1,"3",0.36825,0.1,0.35405,0.1,0.1,0.1,0.1,"mapkbp1"
"CHOYP_MABP1.1.2.m.21698",1,"9",0.36825,0.1,0.1,0.43685,0.1,0.1,0.1,"mapkbp1"
"CHOYP_MABP1.1.2.m.21699",1,"3",26.92035,35.476,34.3897,43.3116,58.00765,40.1266,35.7315,"EIF3M HFLB5 PCID1 GA17 PNAS-125"
"CHOYP_MABP1.1.2.m.21699",1,"9",26.92035,46.12945,51.3893,53.26705,37.45205,42.1724,35.2782,"EIF3M HFLB5 PCID1 GA17 PNAS-125"
"CHOYP_MAD1.1.1.m.48542",1,"9",0.1,2.67715,0.1,1.65345,0.1,0.1,0.1,"None"
"CHOYP_MAD1.1.1.m.48542",1,"3",0.1,0.1,1.34365,1.36705,2.7051,0.1,0.1,"None"
"CHOYP_MAD2L1.1.1.m.10353",1,"3",2.74565,2.6343,5.33755,5.4875,5.52835,0.1,0.1,"MAD2L1 MAD2"
"CHOYP_MAD2L1.1.1.m.10353",1,"9",2.74565,2.79345,6.04015,3.29485,0.1,0.1,2.70235,"MAD2L1 MAD2"
"CHOYP_MAGI1.1.1.m.66921",1,"9",0.1,0.1,0.1,0.5694,0.1,0.1,0.1,"Magi2 Acvrinp1 Aip1 Sscam"
"CHOYP_MAGI1.1.1.m.66921",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Magi2 Acvrinp1 Aip1 Sscam"
"CHOYP_MALT1.1.1.m.53909",1,"3",0.1,0.1,1.2815,0.1,0.7401,1.43995,0.9256,"MALT1 MLT"
"CHOYP_MALT1.1.1.m.53909",1,"9",0.1,1.38955,0.76545,0.1,0.7498,1.45535,2.634,"MALT1 MLT"
"CHOYP_MAN2B1.1.1.m.38450",1,"9",1.0829,2.7528,1.79305,0.1,0.62395,0.6524,3.76255,"MAN2B1 MANB"
"CHOYP_MAN2B1.1.1.m.38450",1,"3",1.0829,2.14215,0.5686,1.176,1.11325,0.1,2.87565,"MAN2B1 MANB"
"CHOYP_MANBA.2.2.m.47433",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"MANBA MANB1"
"CHOYP_MANBA.2.2.m.47433",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.64325,"MANBA MANB1"
"CHOYP_MANL.2.9.m.16934",1,"3",0.1,0.1,0.1,0.1,0.1,1.4228,0.1,""
"CHOYP_MANL.2.9.m.16934",1,"9",0.1,1.31715,0.1,0.1,1.36645,0.1,0.1,""
"CHOYP_MANL.5.9.m.42622",1,"3",61.54665,72.0194,59.61845,67.2017,72.1551,148.68635,58.36875,"rps28"
"CHOYP_MANL.5.9.m.42622",1,"9",61.54665,71.6121,72.38995,58.6707,130.1075,101.79665,61.387,"rps28"
"CHOYP_MARE3.1.1.m.30069",1,"3",47.422,47.3116,50.89785,39.72195,57.2593,70.19815,58.4908,"MAPRE3"
"CHOYP_MARE3.1.1.m.30069",1,"9",47.422,53.43935,53.89995,57.5397,62.70205,69.1315,62.49475,"MAPRE3"
"CHOYP_MARH5.1.1.m.45222",1,"9",0.1,0.1,0.1,2.371,0.1,0.1,0.1,"MARCH5 RCJMB04_20o22"
"CHOYP_MARH5.1.1.m.45222",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"MARCH5 RCJMB04_20o22"
"CHOYP_MASP2.1.1.m.3029",1,"3",0.1,0.1,0.1,0.1,1.64045,0.1,0.1,"Cubn Ifcr"
"CHOYP_MASP2.1.1.m.3029",1,"9",0.1,0.1,0.1,0.1,0.1,1.768,0.1,"Cubn Ifcr"
"CHOYP_MAST4.1.1.m.25573",1,"3",0.1,0.3542,0.6112,0.1,0.1,0.1,0.1,"Mast4"
"CHOYP_MAST4.1.1.m.25573",1,"9",0.1,0.64075,0.1,0.1,0.1,0.1,0.1,"Mast4"
"CHOYP_MATN1.2.5.m.45361",1,"9",45.42485,52.43055,50.38845,47.5354,61.0796,55.5798,48.61555,"Col6a4 Dvwa"
"CHOYP_MATN1.2.5.m.45361",1,"3",45.42485,36.71035,47.98665,44.59925,50.92845,60.17255,56.9101,"Col6a4 Dvwa"
"CHOYP_MATN1.3.5.m.46206",1,"9",18.0491,30.8187,43.0795,47.29985,48.7059,49.0954,45.4493,"COL6A6"
"CHOYP_MATN1.3.5.m.46206",1,"3",18.0491,20.42975,34.04675,39.65405,45.8083,45.2609,46.91805,"COL6A6"
"CHOYP_MB21L.1.1.m.35723",1,"3",0.1,0.1,0.1,1.73535,0.1,0.1,0.1,"GA18415"
"CHOYP_MB21L.1.1.m.35723",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"GA18415"
"CHOYP_MBCDH18.1.1.m.34344",1,"9",31.7101,22.3001,21.7131,20.10045,7.1743,6.82155,10.6963,"Fat4 Fatj"
"CHOYP_MBCDH18.1.1.m.34344",1,"3",31.7101,27.647,22.77455,24.0095,18.77905,9.34465,19.08835,"Fat4 Fatj"
"CHOYP_MBLK1.1.1.m.51933",1,"9",3.8535,0.1,4.2759,4.62835,4.0516,0.1,15.05295,"Morn4"
"CHOYP_MBLK1.1.1.m.51933",1,"3",3.8535,7.3796,0.1,0.1,7.80025,8.27495,5.0817,"Morn4"
"CHOYP_MCA3.1.1.m.5766",1,"3",0.1,0.1,0.1,0.1,0.1,3.10575,0.1,"EEF1E1 AIMP3 P18"
"CHOYP_MCA3.1.1.m.5766",1,"9",0.1,0.1,0.1,3.5118,0.1,0.1,0.1,"EEF1E1 AIMP3 P18"
"CHOYP_MCA3A.1.2.m.24375",1,"3",0.3066,0.1,0.1,0.1,0.31755,0.1,0.1,"MICAL3"
"CHOYP_MCA3A.1.2.m.24375",1,"9",0.3066,0.1,0.1,0.1,0.1,0.3348,0.8244,"MICAL3"
"CHOYP_MCCA.1.1.m.18170",1,"9",21.42615,20.23775,19.32345,23.20935,21.0251,15.19425,17.526,"MCCC1 MCCA"
"CHOYP_MCCA.1.1.m.18170",1,"3",21.42615,22.85415,19.28565,19.53175,19.62255,19.9792,18.28005,"MCCC1 MCCA"
"CHOYP_MCEE.1.1.m.62224",1,"9",34.4222,31.4924,30.2426,12.62855,43.65405,30.33565,41.2547,"MCEE"
"CHOYP_MCEE.1.1.m.62224",1,"3",34.4222,33.1498,23.4165,17.6198,7.24245,45.126,41.0967,"MCEE"
"CHOYP_MCES.1.2.m.15348",1,"9",12.1036,12.3221,5.8685,6.60385,0.1,4.4594,5.3639,"Rnmt"
"CHOYP_MCES.1.2.m.15348",1,"3",12.1036,11.662,10.40405,5.4875,6.98015,4.3787,10.7143,"Rnmt"
"CHOYP_MCM2.1.1.m.14569",1,"9",26.22845,24.78355,30.9059,15.9075,19.1472,15.798,9.9796,"mcm2"
"CHOYP_MCM2.1.1.m.14569",1,"3",26.22845,22.25545,32.72705,28.63835,26.96235,24.49855,18.23925,"mcm2"
"CHOYP_MCM3.1.1.m.14853",1,"3",30.70585,31.50665,38.2045,34.07465,34.27925,20.35865,28.35845,"zmcm3 TNeu014d13.1"
"CHOYP_MCM3.1.1.m.14853",1,"9",30.70585,31.9134,38.11105,25.8907,19.0333,11.79655,18.6527,"zmcm3 TNeu014d13.1"
"CHOYP_MCM4.1.1.m.61253",1,"3",19.6295,16.54915,18.47825,16.91185,21.95385,12.04135,13.8483,"mcm4"
"CHOYP_MCM4.1.1.m.61253",1,"9",19.6295,18.10005,23.58115,14.1305,15.5666,9.4397,9.1842,"mcm4"
"CHOYP_MCM4.1.1.m.61254",1,"9",31.7534,37.6841,48.4846,44.93615,44.76625,38.849,42.2669,"nkb-3 F55F3.3"
"CHOYP_MCM4.1.1.m.61254",1,"3",31.7534,25.49145,46.15705,39.6007,43.46145,38.52825,56.20725,"nkb-3 F55F3.3"
"CHOYP_MCM5.1.1.m.48534",1,"9",8.9666,9.8802,9.04635,2.71515,6.3193,1.71335,2.26205,"mcm5-a cdc46-a"
"CHOYP_MCM5.1.1.m.48534",1,"3",8.9666,8.6431,10.9296,14.53605,12.321,9.8047,1.0436,"mcm5-a cdc46-a"
"CHOYP_MCM7.1.1.m.50070",1,"9",16.02055,12.41085,10.9099,11.1032,9.68485,5.06135,8.37935,"mcm7 TGas137h09.1"
"CHOYP_MCM7.1.1.m.50070",1,"3",16.02055,11.0364,11.8473,9.3423,12.6019,10.78285,13.1703,"mcm7 TGas137h09.1"
"CHOYP_MCMBP.1.2.m.3994",1,"9",10.9696,0.1,13.05625,0.1,0.1,0.1,0.1,"Rpl18"
"CHOYP_MCMBP.1.2.m.3994",1,"3",10.9696,0.1,11.93265,0.1,14.06455,0.1,0.1,"Rpl18"
"CHOYP_MCMBP.2.2.m.18631",1,"9",0.1,3.6475,3.93935,2.1739,1.89545,0.1,0.1,"mcmbp"
"CHOYP_MCMBP.2.2.m.18631",1,"3",0.1,0.1,3.50225,1.82915,2.77965,1.04075,0.1,"mcmbp"
"CHOYP_MD27A.1.2.m.18338",1,"9",1.83555,3.62405,0.1,0.1,0.1,0.1,0.1,"med27 crsp8"
"CHOYP_MD27A.1.2.m.18338",1,"3",1.83555,1.77045,1.8012,5.41765,3.77345,2.01875,0.1,"med27 crsp8"
"CHOYP_MDHC.1.1.m.57053",1,"3",101.15255,89.46845,106.35345,108.30365,136.21565,128.4354,92.4813,"MDH1 RCJMB04_2g5"
"CHOYP_MDHC.1.1.m.57053",1,"9",101.15255,109.686,110.9824,92.4763,129.7466,144.41825,138.65565,"MDH1 RCJMB04_2g5"
"CHOYP_MDHM.1.1.m.43603",1,"3",106.2236,109.67045,98.69695,111.49345,129.4055,124.0124,114.85725,"MDH2"
"CHOYP_MDHM.1.1.m.43603",1,"9",106.2236,112.69545,109.96255,125.1471,112.3085,117.1464,117.9312,"MDH2"
"CHOYP_MDM1.1.2.m.7535",1,"3",13.9879,6.73255,7.42245,8.39895,7.867,2.77415,4.21905,"None"
"CHOYP_MDM1.1.2.m.7535",1,"9",13.9879,7.7678,5.5902,7.70475,4.70875,0.1,8.86635,"None"
"CHOYP_MDN1.2.8.m.1779",1,"9",0.1,1.8627,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_MDN1.2.8.m.1779",1,"3",0.1,0.1,1.76135,0.1,0.1,0.1,0.1,"None"
"CHOYP_MDN1.3.8.m.3846",1,"9",24.2524,18.67875,16.0333,12.48145,0.82485,0.1,6.57035,"None"
"CHOYP_MDN1.3.8.m.3846",1,"3",24.2524,26.174,10.1623,4.55465,6.0162,0.1,46.8059,"None"
"CHOYP_MDN1.4.8.m.6155",1,"3",0.2417,0.2347,0.55915,0.773,0.59295,0.26135,0.50775,"MDN1 KIAA0301"
"CHOYP_MDN1.4.8.m.6155",1,"9",0.2417,0.24395,0.47595,0.46375,0.45335,0.25875,0.2386,"MDN1 KIAA0301"
"CHOYP_MDN1.6.8.m.52635",1,"3",0.1,0.1,3.7949,3.96395,0.1,0.1,0.1,"None"
