"","Silo3","Silo9"
"1556","CHOYP_G6PD.2.2.m.46923.884","CHOYP_G6PD.2.2.m.46923.3.903"
"1557","CHOYP_G6PD.2.2.m.46923.885","CHOYP_G6PD.2.2.m.46923.3.904"
"1558","CHOYP_G6PD.2.2.m.46923.886","CHOYP_G6PD.2.2.m.46923.3.905"
"1559","CHOYP_G6PD.2.2.m.46923.887","CHOYP_G6PD.2.2.m.46923.2.174"
"1560","CHOYP_G6PD.2.2.m.46923.888","CHOYP_G6PD.2.2.m.46923.3.906"
"1561","CHOYP_G6PD.2.2.m.46923.889","CHOYP_G6PD.2.2.m.46923.3.907"
"1562","CHOYP_G6PD.2.2.m.46923.890","CHOYP_G6PD.2.2.m.46923.3.908"
"1563","CHOYP_G6PD.2.2.m.46923.891","CHOYP_G6PD.2.2.m.46923.3.909"
"1564","CHOYP_G6PD.2.2.m.46923.892","CHOYP_G6PD.2.2.m.46923.3.910"
"1565","CHOYP_G6PD.2.2.m.46923.893","CHOYP_G6PD.2.2.m.46923.2.175"
"1566","CHOYP_G6PD.2.2.m.46923.894","CHOYP_G6PD.2.2.m.46923.123"
"1567","CHOYP_FYN.1.1.m.44312.225","CHOYP_FYN.1.1.m.44312.128"
"1568","CHOYP_1433G.2.2.m.63450.107","CHOYP_G6PD.2.2.m.46923.3.911"
"1569","CHOYP_FUT8.1.1.m.9231.135","CHOYP_G6PD.2.2.m.46923.3.912"
"1570","CHOYP_FUT8.1.1.m.9231.136","CHOYP_G6PD.2.2.m.46923.3.913"
"1571","CHOYP_G6PD.2.2.m.46923.895","CHOYP_G6PD.2.2.m.46923.3.914"
"1572","CHOYP_G6PD.2.2.m.46923.896","CHOYP_G6PD.2.2.m.46923.124"
"1573","CHOYP_G6PD.2.2.m.46923.897","CHOYP_G6PD.2.2.m.46923.1.115"
"1574","CHOYP_FYN.1.1.m.44312.226","CHOYP_G6PD.2.2.m.46923.2.176"
"1575","CHOYP_1433G.2.2.m.63450.108","CHOYP_G6PD.2.2.m.46923.3.915"
"1576","CHOYP_FUT8.1.1.m.9231.137","CHOYP_G6PD.2.2.m.46923.3.916"
"1577","CHOYP_1433G.2.2.m.63450.109","CHOYP_G6PD.2.2.m.46923.3.917"
"1578","CHOYP_G6PD.2.2.m.46923.898","CHOYP_ALF.3.3.m.66837.115"
"1579","CHOYP_G6PD.2.2.m.46923.899","CHOYP_G6PD.2.2.m.46923.3.918"
"1580","CHOYP_G6PD.2.2.m.46923.900","CHOYP_G6PD.2.2.m.46923.3.919"
"1581","CHOYP_G6PD.2.2.m.46923.901","CHOYP_G6PD.2.2.m.46923.2.177"
"1582","CHOYP_FUT8.1.1.m.9231.138","CHOYP_FYN.1.1.m.44312.129"
"1583","CHOYP_G6PD.2.2.m.46923.902","CHOYP_G6PD.2.2.m.46923.3.920"
"1584","CHOYP_G6PD.2.2.m.46923.903","CHOYP_G6PD.2.2.m.46923.125"
"1585","CHOYP_G6PD.2.2.m.46923.904","CHOYP_G6PD.2.2.m.46923.3.921"
"1586","CHOYP_1433G.2.2.m.63450.110","CHOYP_ALF.3.3.m.66837.116"
"1587","CHOYP_G6PD.2.2.m.46923.905","CHOYP_G6PD.2.2.m.46923.2.178"
"1588","CHOYP_G6PD.2.2.m.46923.906","CHOYP_G6PD.2.2.m.46923.3.922"
"1589","CHOYP_ALF.3.3.m.66837.113","CHOYP_G6PD.2.2.m.46923.1.116"
"1590","CHOYP_AADAT.1.1.m.12672.91","CHOYP_G6PD.2.2.m.46923.3.923"
"1591","CHOYP_FUT8.1.1.m.9231.139","CHOYP_G6PD.2.2.m.46923.2.179"
"1592","CHOYP_AADAT.1.1.m.12672.92","CHOYP_G6PD.2.2.m.46923.3.924"
"1593","CHOYP_G6PD.2.2.m.46923.907","CHOYP_G6PD.2.2.m.46923.3.925"
"1594","CHOYP_FYN.1.1.m.44312.227","CHOYP_G6PD.2.2.m.46923.3.926"
"1595","CHOYP_G6PD.2.2.m.46923.908","CHOYP_G6PD.2.2.m.46923.126"
"1596","CHOYP_G6PD.2.2.m.46923.909","CHOYP_G6PD.2.2.m.46923.127"
"1597","CHOYP_G6PD.2.2.m.46923.910","CHOYP_G6PD.2.2.m.46923.3.927"
"1598","CHOYP_1433G.2.2.m.63450.111","CHOYP_G6PD.2.2.m.46923.3.928"
"1599","CHOYP_1433G.2.2.m.63450.112","CHOYP_ALF.3.3.m.66837.117"
"1600","CHOYP_FYN.1.1.m.44312.228","CHOYP_G6PD.2.2.m.46923.3.929"
"1601","CHOYP_G6PD.2.2.m.46923.911","CHOYP_G6PD.2.2.m.46923.2.180"
"1602","CHOYP_FYN.1.1.m.44312.229","CHOYP_G6PD.2.2.m.46923.1.117"
"1603","CHOYP_G6PD.2.2.m.46923.912","CHOYP_G6PD.2.2.m.46923.3.930"
"1604","CHOYP_G6PD.2.2.m.46923.913","CHOYP_G6PD.2.2.m.46923.3.931"
"1605","CHOYP_AADAT.1.1.m.12672.93","CHOYP_G6PD.2.2.m.46923.3.932"
"1606","CHOYP_FYN.1.1.m.44312.230","CHOYP_G6PD.2.2.m.46923.3.933"
"1607","CHOYP_G6PD.2.2.m.46923.914","CHOYP_G6PD.2.2.m.46923.3.934"
"1608","CHOYP_G6PD.2.2.m.46923.915","CHOYP_G6PD.2.2.m.46923.3.935"
"1609","CHOYP_1433G.2.2.m.63450.113","CHOYP_G6PD.2.2.m.46923.3.936"
"1610","CHOYP_G6PD.2.2.m.46923.916","CHOYP_G6PD.2.2.m.46923.3.937"
"1611","CHOYP_G6PD.2.2.m.46923.917","CHOYP_G6PD.2.2.m.46923.3.938"
"1612","CHOYP_G6PD.2.2.m.46923.918","CHOYP_ALF.3.3.m.66837.118"
"1613","CHOYP_G6PD.2.2.m.46923.919","CHOYP_G6PD.2.2.m.46923.3.939"
"1614","CHOYP_G6PD.2.2.m.46923.920","CHOYP_G6PD.2.2.m.46923.3.940"
"1615","CHOYP_G6PD.2.2.m.46923.921","CHOYP_G6PD.2.2.m.46923.3.941"
"1616","CHOYP_FYN.1.1.m.44312.231","CHOYP_G6PD.2.2.m.46923.3.942"
"1617","CHOYP_G6PD.2.2.m.46923.922","CHOYP_G6PD.2.2.m.46923.1.118"
"1618","CHOYP_G6PD.2.2.m.46923.923","CHOYP_G6PD.2.2.m.46923.3.943"
"1619","CHOYP_G6PD.2.2.m.46923.924","CHOYP_G6PD.2.2.m.46923.3.944"
"1620","CHOYP_G6PD.2.2.m.46923.925","CHOYP_FYN.1.1.m.44312.130"
"1621","CHOYP_1433G.2.2.m.63450.114","CHOYP_ALF.3.3.m.66837.119"
"1622","CHOYP_G6PD.2.2.m.46923.926","CHOYP_G6PD.2.2.m.46923.3.945"
"1623","CHOYP_G6PD.2.2.m.46923.927","CHOYP_G6PD.2.2.m.46923.1.119"
"1624","CHOYP_FYN.1.1.m.44312.232","CHOYP_FYN.1.1.m.44312.131"
"1625","CHOYP_ALF.3.3.m.66837.114","CHOYP_ALF.3.3.m.66837.120"
"1626","CHOYP_G6PD.2.2.m.46923.928","CHOYP_G6PD.2.2.m.46923.128"
"1627","CHOYP_AADAT.1.1.m.12672.94","CHOYP_G6PD.2.2.m.46923.3.946"
"1628","CHOYP_FYN.1.1.m.44312.233","CHOYP_G6PD.2.2.m.46923.3.947"
"1629","CHOYP_G6PD.2.2.m.46923.929","CHOYP_G6PD.2.2.m.46923.129"
"1630","CHOYP_FUT8.1.1.m.9231.140","CHOYP_G6PD.2.2.m.46923.3.948"
"1631","CHOYP_G6PD.2.2.m.46923.930","CHOYP_G6PD.2.2.m.46923.3.949"
"1632","CHOYP_G6PD.2.2.m.46923.931","CHOYP_G6PD.2.2.m.46923.3.950"
"1633","CHOYP_1433G.2.2.m.63450.115","CHOYP_G6PD.2.2.m.46923.3.951"
"1634","CHOYP_G6PD.2.2.m.46923.932","CHOYP_G6PD.2.2.m.46923.1.120"
"1635","CHOYP_G6PD.2.2.m.46923.933","CHOYP_G6PD.2.2.m.46923.3.952"
"1636","CHOYP_G6PD.2.2.m.46923.934","CHOYP_G6PD.2.2.m.46923.2.181"
"1637","CHOYP_G6PD.2.2.m.46923.935","CHOYP_G6PD.2.2.m.46923.3.953"
"1638","CHOYP_FUT8.1.1.m.9231.141","CHOYP_G6PD.2.2.m.46923.3.954"
"1639","CHOYP_G6PD.2.2.m.46923.936","CHOYP_G6PD.2.2.m.46923.1.121"
"1640","CHOYP_FYN.1.1.m.44312.234","CHOYP_G6PD.2.2.m.46923.3.955"
"1641","CHOYP_G6PD.2.2.m.46923.937","CHOYP_G6PD.2.2.m.46923.130"
"1642","CHOYP_G6PD.2.2.m.46923.938","CHOYP_G6PD.2.2.m.46923.3.956"
"1643","CHOYP_FYN.1.1.m.44312.235","CHOYP_G6PD.2.2.m.46923.3.957"
"1644","CHOYP_G6PD.2.2.m.46923.939","CHOYP_G6PD.2.2.m.46923.3.958"
"1645","CHOYP_AADAT.1.1.m.12672.95","CHOYP_G6PD.2.2.m.46923.3.959"
"1646","CHOYP_G6PD.2.2.m.46923.940","CHOYP_G6PD.2.2.m.46923.3.960"
"1647","CHOYP_G6PD.2.2.m.46923.941","CHOYP_G6PD.2.2.m.46923.3.961"
"1648","CHOYP_G6PD.2.2.m.46923.942","CHOYP_G6PD.2.2.m.46923.3.962"
"1649","CHOYP_G6PD.2.2.m.46923.943","CHOYP_G6PD.2.2.m.46923.3.963"
"1650","CHOYP_G6PD.2.2.m.46923.944","CHOYP_G6PD.2.2.m.46923.3.964"
"1651","CHOYP_G6PD.2.2.m.46923.945","CHOYP_G6PD.2.2.m.46923.131"
"1652","CHOYP_G6PD.2.2.m.46923.946","CHOYP_G6PD.2.2.m.46923.3.965"
"1653","CHOYP_G6PD.2.2.m.46923.947","CHOYP_G6PD.2.2.m.46923.3.966"
"1654","CHOYP_G6PD.2.2.m.46923.948","CHOYP_G6PD.2.2.m.46923.132"
"1655","CHOYP_1433G.2.2.m.63450.116","CHOYP_G6PD.2.2.m.46923.3.967"
"1656","CHOYP_G6PD.2.2.m.46923.949","CHOYP_G6PD.2.2.m.46923.3.968"
"1657","CHOYP_G6PD.2.2.m.46923.950","CHOYP_G6PD.2.2.m.46923.3.969"
"1658","CHOYP_ALF.3.3.m.66837.115","CHOYP_G6PD.2.2.m.46923.3.970"
"1659","CHOYP_G6PD.2.2.m.46923.951","CHOYP_G6PD.2.2.m.46923.3.971"
"1660","CHOYP_G6PD.2.2.m.46923.952","CHOYP_G6PD.2.2.m.46923.3.972"
"1661","CHOYP_G6PD.2.2.m.46923.953","CHOYP_G6PD.2.2.m.46923.2.182"
"1662","CHOYP_G6PD.2.2.m.46923.954","CHOYP_G6PD.2.2.m.46923.3.973"
"1663","CHOYP_G6PD.2.2.m.46923.955","CHOYP_G6PD.2.2.m.46923.3.974"
"1664","CHOYP_G6PD.2.2.m.46923.956","CHOYP_G6PD.2.2.m.46923.3.975"
"1665","CHOYP_FUT8.1.1.m.9231.142","CHOYP_G6PD.2.2.m.46923.3.976"
"1666","CHOYP_G6PD.2.2.m.46923.957","CHOYP_G6PD.2.2.m.46923.3.977"
"1667","CHOYP_G6PD.2.2.m.46923.958","CHOYP_G6PD.2.2.m.46923.3.978"
"1668","CHOYP_G6PD.2.2.m.46923.959","CHOYP_FYN.1.1.m.44312.132"
"1669","CHOYP_G6PD.2.2.m.46923.960","CHOYP_ALF.3.3.m.66837.121"
"1670","CHOYP_G6PD.2.2.m.46923.961","CHOYP_FYN.1.1.m.44312.133"
"1671","CHOYP_G6PD.2.2.m.46923.962","CHOYP_G6PD.2.2.m.46923.3.979"
"1672","CHOYP_FUT8.1.1.m.9231.143","CHOYP_G6PD.2.2.m.46923.3.980"
"1673","CHOYP_ALF.3.3.m.66837.116","CHOYP_FYN.1.1.m.44312.134"
"1674","CHOYP_FUT8.1.1.m.9231.144","CHOYP_G6PD.2.2.m.46923.3.981"
"1675","CHOYP_FYN.1.1.m.44312.236","CHOYP_G6PD.2.2.m.46923.3.982"
"1676","CHOYP_G6PD.2.2.m.46923.963","CHOYP_G6PD.2.2.m.46923.3.983"
"1677","CHOYP_AADAT.1.1.m.12672.96","CHOYP_FYN.1.1.m.44312.135"
"1678","CHOYP_G6PD.2.2.m.46923.964","CHOYP_G6PD.2.2.m.46923.2.183"
"1679","CHOYP_G6PD.2.2.m.46923.965","CHOYP_ALF.3.3.m.66837.122"
"1680","CHOYP_G6PD.2.2.m.46923.966","CHOYP_G6PD.2.2.m.46923.3.984"
"1681","CHOYP_FUT8.1.1.m.9231.145","CHOYP_G6PD.2.2.m.46923.3.985"
"1682","CHOYP_FUT8.1.1.m.9231.146","CHOYP_G6PD.2.2.m.46923.3.986"
"1683","CHOYP_FUT8.1.1.m.9231.147","CHOYP_G6PD.2.2.m.46923.3.987"
"1684","CHOYP_G6PD.2.2.m.46923.967","CHOYP_G6PD.2.2.m.46923.3.988"
"1685","CHOYP_G6PD.2.2.m.46923.968","CHOYP_G6PD.2.2.m.46923.3.989"
"1686","CHOYP_G6PD.2.2.m.46923.969","CHOYP_ALF.3.3.m.66837.123"
"1687","CHOYP_G6PD.2.2.m.46923.970","CHOYP_G6PD.2.2.m.46923.3.990"
"1688","CHOYP_G6PD.2.2.m.46923.971","CHOYP_G6PD.2.2.m.46923.3.991"
"1689","CHOYP_G6PD.2.2.m.46923.972","CHOYP_G6PD.2.2.m.46923.2.184"
"1690","CHOYP_AADAT.1.1.m.12672.97","CHOYP_G6PD.2.2.m.46923.3.992"
"1691","CHOYP_FYN.1.1.m.44312.237","CHOYP_G6PD.2.2.m.46923.3.993"
"1692","CHOYP_G6PD.2.2.m.46923.973","CHOYP_G6PD.2.2.m.46923.3.994"
"1693","CHOYP_ALF.3.3.m.66837.117","CHOYP_G6PD.2.2.m.46923.2.185"
"1694","CHOYP_G6PD.2.2.m.46923.974","CHOYP_G6PD.2.2.m.46923.2.186"
"1695","CHOYP_G6PD.2.2.m.46923.975","CHOYP_ALF.3.3.m.66837.124"
"1696","CHOYP_G6PD.2.2.m.46923.976","CHOYP_ALF.3.3.m.66837.125"
"1697","CHOYP_FYN.1.1.m.44312.238","CHOYP_G6PD.2.2.m.46923.3.995"
"1698","CHOYP_FYN.1.1.m.44312.239","CHOYP_G6PD.2.2.m.46923.2.187"
"1699","CHOYP_1433G.2.2.m.63450.117","CHOYP_G6PD.2.2.m.46923.3.996"
"1700","CHOYP_FYN.1.1.m.44312.240","CHOYP_G6PD.2.2.m.46923.3.997"
"1701","CHOYP_G6PD.2.2.m.46923.977","CHOYP_G6PD.2.2.m.46923.3.998"
"1702","CHOYP_1433G.2.2.m.63450.118","CHOYP_G6PD.2.2.m.46923.3.999"
"1703","CHOYP_FUT8.1.1.m.9231.148","CHOYP_G6PD.2.2.m.46923.3.1000"
"1704","CHOYP_G6PD.2.2.m.46923.978","CHOYP_G6PD.2.2.m.46923.3.1001"
"1705","CHOYP_FYN.1.1.m.44312.241","CHOYP_G6PD.2.2.m.46923.3.1002"
"1706","CHOYP_G6PD.2.2.m.46923.979","CHOYP_FYN.1.1.m.44312.136"
"1707","CHOYP_G6PD.2.2.m.46923.980","CHOYP_G6PD.2.2.m.46923.3.1003"
"1708","CHOYP_G6PD.2.2.m.46923.981","CHOYP_G6PD.2.2.m.46923.3.1004"
"1709","CHOYP_G6PD.2.2.m.46923.982","CHOYP_G6PD.2.2.m.46923.2.188"
"1710","CHOYP_G6PD.2.2.m.46923.983","CHOYP_G6PD.2.2.m.46923.3.1005"
"1711","CHOYP_FYN.1.1.m.44312.242","CHOYP_G6PD.2.2.m.46923.3.1006"
"1712","CHOYP_G6PD.2.2.m.46923.984","CHOYP_G6PD.2.2.m.46923.3.1007"
"1713","CHOYP_G6PD.2.2.m.46923.985","CHOYP_G6PD.2.2.m.46923.2.189"
"1714","CHOYP_G6PD.2.2.m.46923.986","CHOYP_G6PD.2.2.m.46923.3.1008"
"1715","CHOYP_G6PD.2.2.m.46923.987","CHOYP_G6PD.2.2.m.46923.3.1009"
"1716","CHOYP_G6PD.2.2.m.46923.988","CHOYP_G6PD.2.2.m.46923.3.1010"
"1717","CHOYP_G6PD.2.2.m.46923.989","CHOYP_G6PD.2.2.m.46923.3.1011"
"1718","CHOYP_G6PD.2.2.m.46923.990","CHOYP_G6PD.2.2.m.46923.3.1012"
"1719","CHOYP_G6PD.2.2.m.46923.991","CHOYP_G6PD.2.2.m.46923.3.1013"
"1720","CHOYP_G6PD.2.2.m.46923.992","CHOYP_G6PD.2.2.m.46923.3.1014"
"1721","CHOYP_G6PD.2.2.m.46923.993","CHOYP_FYN.1.1.m.44312.137"
"1722","CHOYP_G6PD.2.2.m.46923.994","CHOYP_FYN.1.1.m.44312.138"
"1723","CHOYP_G6PD.2.2.m.46923.995","CHOYP_G6PD.2.2.m.46923.3.1015"
"1724","CHOYP_FUT8.1.1.m.9231.149","CHOYP_FYN.1.1.m.44312.139"
"1725","CHOYP_G6PD.2.2.m.46923.996","CHOYP_G6PD.2.2.m.46923.3.1016"
"1726","CHOYP_FYN.1.1.m.44312.243","CHOYP_G6PD.2.2.m.46923.133"
"1727","CHOYP_AADAT.1.1.m.12672.98","CHOYP_G6PD.2.2.m.46923.3.1017"
"1728","CHOYP_AADAT.1.1.m.12672.99","CHOYP_G6PD.2.2.m.46923.134"
"1729","CHOYP_G6PD.2.2.m.46923.997","CHOYP_FYN.1.1.m.44312.140"
"1730","CHOYP_FUT8.1.1.m.9231.150","CHOYP_G6PD.2.2.m.46923.2.190"
"1731","CHOYP_G6PD.2.2.m.46923.998","CHOYP_G6PD.2.2.m.46923.135"
"1732","CHOYP_G6PD.2.2.m.46923.999","CHOYP_G6PD.2.2.m.46923.1.122"
"1733","CHOYP_1433G.2.2.m.63450.119","CHOYP_G6PD.2.2.m.46923.1.123"
"1734","CHOYP_FUT8.1.1.m.9231.151","CHOYP_G6PD.2.2.m.46923.136"
"1735","CHOYP_G6PD.2.2.m.46923.1000","CHOYP_G6PD.2.2.m.46923.3.1018"
"1736","CHOYP_AADAT.1.1.m.12672.100","CHOYP_G6PD.2.2.m.46923.3.1019"
"1737","CHOYP_ALF.3.3.m.66837.118","CHOYP_G6PD.2.2.m.46923.3.1020"
"1738","CHOYP_ALF.3.3.m.66837.119","CHOYP_G6PD.2.2.m.46923.1.124"
"1739","CHOYP_G6PD.2.2.m.46923.1001","CHOYP_G6PD.2.2.m.46923.3.1021"
"1740","CHOYP_G6PD.2.2.m.46923.1002","CHOYP_G6PD.2.2.m.46923.1.125"
"1741","CHOYP_FYN.1.1.m.44312.244","CHOYP_G6PD.2.2.m.46923.3.1022"
"1742","CHOYP_ALF.3.3.m.66837.120","CHOYP_G6PD.2.2.m.46923.3.1023"
"1743","CHOYP_G6PD.2.2.m.46923.1003","CHOYP_G6PD.2.2.m.46923.3.1024"
"1744","CHOYP_1433G.2.2.m.63450.120","CHOYP_G6PD.2.2.m.46923.3.1025"
"1745","CHOYP_1433G.2.2.m.63450.121","CHOYP_G6PD.2.2.m.46923.2.191"
"1746","CHOYP_G6PD.2.2.m.46923.1004","CHOYP_G6PD.2.2.m.46923.3.1026"
"1747","CHOYP_G6PD.2.2.m.46923.1005","CHOYP_G6PD.2.2.m.46923.3.1027"
"1748","CHOYP_FYN.1.1.m.44312.245","CHOYP_FYN.1.1.m.44312.141"
"1749","CHOYP_G6PD.2.2.m.46923.1006","CHOYP_G6PD.2.2.m.46923.3.1028"
"1750","CHOYP_FYN.1.1.m.44312.246","CHOYP_G6PD.2.2.m.46923.137"
"1751","CHOYP_G6PD.2.2.m.46923.1007","CHOYP_G6PD.2.2.m.46923.3.1029"
"1752","CHOYP_1433G.2.2.m.63450.122","CHOYP_G6PD.2.2.m.46923.3.1030"
"1753","CHOYP_G6PD.2.2.m.46923.1008","CHOYP_G6PD.2.2.m.46923.138"
"1754","CHOYP_G6PD.2.2.m.46923.1009","CHOYP_G6PD.2.2.m.46923.3.1031"
"1755","CHOYP_G6PD.2.2.m.46923.1010","CHOYP_G6PD.2.2.m.46923.3.1032"
"1756","CHOYP_G6PD.2.2.m.46923.1011","CHOYP_G6PD.2.2.m.46923.3.1033"
"1757","CHOYP_G6PD.2.2.m.46923.1012","CHOYP_G6PD.2.2.m.46923.3.1034"
"1758","CHOYP_FYN.1.1.m.44312.247","CHOYP_G6PD.2.2.m.46923.3.1035"
"1759","CHOYP_G6PD.2.2.m.46923.1013","CHOYP_G6PD.2.2.m.46923.3.1036"
"1760","CHOYP_G6PD.2.2.m.46923.1014","CHOYP_G6PD.2.2.m.46923.3.1037"
"1761","CHOYP_G6PD.2.2.m.46923.1015","CHOYP_FYN.1.1.m.44312.142"
"1762","CHOYP_G6PD.2.2.m.46923.1016","CHOYP_G6PD.2.2.m.46923.3.1038"
"1763","CHOYP_G6PD.2.2.m.46923.1017","CHOYP_G6PD.2.2.m.46923.3.1039"
"1764","CHOYP_AADAT.1.1.m.12672.101","CHOYP_G6PD.2.2.m.46923.3.1040"
"1765","CHOYP_G6PD.2.2.m.46923.1018","CHOYP_G6PD.2.2.m.46923.3.1041"
"1766","CHOYP_FUT8.1.1.m.9231.152","CHOYP_G6PD.2.2.m.46923.3.1042"
"1767","CHOYP_G6PD.2.2.m.46923.1019","CHOYP_G6PD.2.2.m.46923.3.1043"
"1768","CHOYP_1433G.2.2.m.63450.123","CHOYP_G6PD.2.2.m.46923.3.1044"
"1769","CHOYP_G6PD.2.2.m.46923.1020","CHOYP_G6PD.2.2.m.46923.3.1045"
"1770","CHOYP_FYN.1.1.m.44312.248","CHOYP_ALF.3.3.m.66837.126"
"1771","CHOYP_FYN.1.1.m.44312.249","CHOYP_G6PD.2.2.m.46923.2.192"
"1772","CHOYP_G6PD.2.2.m.46923.1021","CHOYP_G6PD.2.2.m.46923.1.126"
"1773","CHOYP_G6PD.2.2.m.46923.1022","CHOYP_G6PD.2.2.m.46923.3.1046"
"1774","CHOYP_G6PD.2.2.m.46923.1023","CHOYP_G6PD.2.2.m.46923.3.1047"
"1775","CHOYP_G6PD.2.2.m.46923.1024","CHOYP_G6PD.2.2.m.46923.3.1048"
"1776","CHOYP_FUT8.1.1.m.9231.153","CHOYP_FYN.1.1.m.44312.143"
"1777","CHOYP_G6PD.2.2.m.46923.1025","CHOYP_FYN.1.1.m.44312.144"
"1778","CHOYP_1433G.2.2.m.63450.124","CHOYP_FYN.1.1.m.44312.145"
"1779","CHOYP_1433G.2.2.m.63450.125","CHOYP_G6PD.2.2.m.46923.3.1049"
"1780","CHOYP_G6PD.2.2.m.46923.1026","CHOYP_G6PD.2.2.m.46923.3.1050"
"1781","CHOYP_G6PD.2.2.m.46923.1027","CHOYP_G6PD.2.2.m.46923.1.127"
"1782","CHOYP_G6PD.2.2.m.46923.1028","CHOYP_G6PD.2.2.m.46923.3.1051"
"1783","CHOYP_ALF.3.3.m.66837.121","CHOYP_FYN.1.1.m.44312.146"
"1784","CHOYP_AADAT.1.1.m.12672.102","CHOYP_G6PD.2.2.m.46923.3.1052"
"1785","CHOYP_1433G.2.2.m.63450.126","CHOYP_G6PD.2.2.m.46923.3.1053"
"1786","CHOYP_G6PD.2.2.m.46923.1029","CHOYP_G6PD.2.2.m.46923.3.1054"
"1787","CHOYP_G6PD.2.2.m.46923.1030","CHOYP_G6PD.2.2.m.46923.3.1055"
"1788","CHOYP_1433G.2.2.m.63450.127","CHOYP_G6PD.2.2.m.46923.2.193"
"1789","CHOYP_1433G.2.2.m.63450.128","CHOYP_G6PD.2.2.m.46923.3.1056"
"1790","CHOYP_G6PD.2.2.m.46923.1031","CHOYP_G6PD.2.2.m.46923.3.1057"
"1791","CHOYP_ALF.3.3.m.66837.122","CHOYP_G6PD.2.2.m.46923.3.1058"
"1792","CHOYP_G6PD.2.2.m.46923.1032","CHOYP_G6PD.2.2.m.46923.3.1059"
"1793","CHOYP_G6PD.2.2.m.46923.1033","CHOYP_G6PD.2.2.m.46923.3.1060"
"1794","CHOYP_G6PD.2.2.m.46923.1034","CHOYP_G6PD.2.2.m.46923.1.128"
"1795","CHOYP_FYN.1.1.m.44312.250","CHOYP_G6PD.2.2.m.46923.3.1061"
"1796","CHOYP_G6PD.2.2.m.46923.1035","CHOYP_G6PD.2.2.m.46923.1.129"
"1797","CHOYP_FYN.1.1.m.44312.251","CHOYP_FYN.1.1.m.44312.147"
"1798","CHOYP_FYN.1.1.m.44312.252","CHOYP_G6PD.2.2.m.46923.1.130"
"1799","CHOYP_FUT8.1.1.m.9231.154","CHOYP_G6PD.2.2.m.46923.3.1062"
"1800","CHOYP_G6PD.2.2.m.46923.1036","CHOYP_G6PD.2.2.m.46923.139"
"1801","CHOYP_FYN.1.1.m.44312.253","CHOYP_G6PD.2.2.m.46923.3.1063"
"1802","CHOYP_1433G.2.2.m.63450.129","CHOYP_G6PD.2.2.m.46923.3.1064"
"1803","CHOYP_G6PD.2.2.m.46923.1037","CHOYP_FYN.1.1.m.44312.148"
"1804","CHOYP_ALF.3.3.m.66837.123","CHOYP_G6PD.2.2.m.46923.3.1065"
"1805","CHOYP_FUT8.1.1.m.9231.155","CHOYP_G6PD.2.2.m.46923.3.1066"
"1806","CHOYP_FYN.1.1.m.44312.254","CHOYP_G6PD.2.2.m.46923.3.1067"
"1807","CHOYP_G6PD.2.2.m.46923.1038","CHOYP_G6PD.2.2.m.46923.3.1068"
"1808","CHOYP_1433G.2.2.m.63450.130","CHOYP_ALF.3.3.m.66837.127"
"1809","CHOYP_G6PD.2.2.m.46923.1039","CHOYP_G6PD.2.2.m.46923.2.194"
"1810","CHOYP_G6PD.2.2.m.46923.1040","CHOYP_G6PD.2.2.m.46923.3.1069"
"1811","CHOYP_FUT8.1.1.m.9231.156","CHOYP_G6PD.2.2.m.46923.3.1070"
"1812","CHOYP_G6PD.2.2.m.46923.1041","CHOYP_G6PD.2.2.m.46923.3.1071"
"1813","CHOYP_G6PD.2.2.m.46923.1042","CHOYP_G6PD.2.2.m.46923.2.195"
"1814","CHOYP_G6PD.2.2.m.46923.1043","CHOYP_G6PD.2.2.m.46923.3.1072"
"1815","CHOYP_G6PD.2.2.m.46923.1044","CHOYP_FYN.1.1.m.44312.149"
"1816","CHOYP_ALF.3.3.m.66837.124","CHOYP_G6PD.2.2.m.46923.3.1073"
"1817","CHOYP_G6PD.2.2.m.46923.1045","CHOYP_G6PD.2.2.m.46923.3.1074"
"1818","CHOYP_G6PD.2.2.m.46923.1046","CHOYP_G6PD.2.2.m.46923.140"
"1819","CHOYP_G6PD.2.2.m.46923.1047","CHOYP_G6PD.2.2.m.46923.3.1075"
"1820","CHOYP_G6PD.2.2.m.46923.1048","CHOYP_G6PD.2.2.m.46923.141"
"1821","CHOYP_G6PD.2.2.m.46923.1049","CHOYP_G6PD.2.2.m.46923.3.1076"
"1822","CHOYP_G6PD.2.2.m.46923.1050","CHOYP_G6PD.2.2.m.46923.3.1077"
"1823","CHOYP_FUT8.1.1.m.9231.157","CHOYP_G6PD.2.2.m.46923.3.1078"
"1824","CHOYP_G6PD.2.2.m.46923.1051","CHOYP_G6PD.2.2.m.46923.3.1079"
"1825","CHOYP_G6PD.2.2.m.46923.1052","CHOYP_G6PD.2.2.m.46923.3.1080"
"1826","CHOYP_1433G.2.2.m.63450.131","CHOYP_G6PD.2.2.m.46923.3.1081"
"1827","CHOYP_G6PD.2.2.m.46923.1053","CHOYP_G6PD.2.2.m.46923.3.1082"
"1828","CHOYP_AADAT.1.1.m.12672.103","CHOYP_G6PD.2.2.m.46923.3.1083"
"1829","CHOYP_G6PD.2.2.m.46923.1054","CHOYP_G6PD.2.2.m.46923.3.1084"
"1830","CHOYP_G6PD.2.2.m.46923.1055","CHOYP_G6PD.2.2.m.46923.3.1085"
