"","Silo3","Silo9"
"3240","CHOYP_AADAT.1.1.m.12672.254","CHOYP_G6PD.2.2.m.46923.3.1832"
"3241","CHOYP_G6PD.2.2.m.46923.1795","CHOYP_G6PD.2.2.m.46923.321"
"3242","CHOYP_FUT8.1.1.m.9231.278","CHOYP_G6PD.2.2.m.46923.2.344"
"3243","CHOYP_AADAT.1.1.m.12672.255","CHOYP_G6PD.2.2.m.46923.3.1833"
"3244","CHOYP_G6PD.2.2.m.46923.1796","CHOYP_G6PD.2.2.m.46923.2.345"
"3245","CHOYP_G6PD.2.2.m.46923.1797","CHOYP_ALF.3.3.m.66837.232"
"3246","CHOYP_1433G.2.2.m.63450.285","CHOYP_G6PD.2.2.m.46923.3.1834"
"3247","CHOYP_FUT8.1.1.m.9231.279","CHOYP_G6PD.2.2.m.46923.3.1835"
"3248","CHOYP_G6PD.2.2.m.46923.1798","CHOYP_G6PD.2.2.m.46923.3.1836"
"3249","CHOYP_G6PD.2.2.m.46923.1799","CHOYP_G6PD.2.2.m.46923.3.1837"
"3250","CHOYP_G6PD.2.2.m.46923.1800","CHOYP_G6PD.2.2.m.46923.3.1838"
"3251","CHOYP_ALF.3.3.m.66837.215","CHOYP_G6PD.2.2.m.46923.322"
"3252","CHOYP_1433G.2.2.m.63450.286","CHOYP_FYN.1.1.m.44312.255"
"3253","CHOYP_1433G.2.2.m.63450.287","CHOYP_G6PD.2.2.m.46923.3.1839"
"3254","CHOYP_G6PD.2.2.m.46923.1801","CHOYP_G6PD.2.2.m.46923.2.346"
"3255","CHOYP_ALF.3.3.m.66837.216","CHOYP_G6PD.2.2.m.46923.3.1840"
"3256","CHOYP_ALF.3.3.m.66837.217","CHOYP_ALF.3.3.m.66837.233"
"3257","CHOYP_G6PD.2.2.m.46923.1802","CHOYP_G6PD.2.2.m.46923.323"
"3258","CHOYP_FYN.1.1.m.44312.412","CHOYP_G6PD.2.2.m.46923.3.1841"
"3259","CHOYP_G6PD.2.2.m.46923.1803","CHOYP_G6PD.2.2.m.46923.3.1842"
"3260","CHOYP_G6PD.2.2.m.46923.1804","CHOYP_G6PD.2.2.m.46923.2.347"
"3261","CHOYP_G6PD.2.2.m.46923.1805","CHOYP_G6PD.2.2.m.46923.3.1843"
"3262","CHOYP_G6PD.2.2.m.46923.1806","CHOYP_G6PD.2.2.m.46923.3.1844"
"3263","CHOYP_1433G.2.2.m.63450.288","CHOYP_G6PD.2.2.m.46923.3.1845"
"3264","CHOYP_G6PD.2.2.m.46923.1807","CHOYP_G6PD.2.2.m.46923.3.1846"
"3265","CHOYP_G6PD.2.2.m.46923.1808","CHOYP_G6PD.2.2.m.46923.3.1847"
"3266","CHOYP_G6PD.2.2.m.46923.1809","CHOYP_ALF.3.3.m.66837.234"
"3267","CHOYP_G6PD.2.2.m.46923.1810","CHOYP_G6PD.2.2.m.46923.1.258"
"3268","CHOYP_G6PD.2.2.m.46923.1811","CHOYP_ALF.3.3.m.66837.235"
"3269","CHOYP_G6PD.2.2.m.46923.1812","CHOYP_G6PD.2.2.m.46923.3.1848"
"3270","CHOYP_G6PD.2.2.m.46923.1813","CHOYP_G6PD.2.2.m.46923.3.1849"
"3271","CHOYP_G6PD.2.2.m.46923.1814","CHOYP_ALF.3.3.m.66837.236"
"3272","CHOYP_G6PD.2.2.m.46923.1815","CHOYP_G6PD.2.2.m.46923.2.348"
"3273","CHOYP_FYN.1.1.m.44312.413","CHOYP_G6PD.2.2.m.46923.3.1850"
"3274","CHOYP_G6PD.2.2.m.46923.1816","CHOYP_G6PD.2.2.m.46923.3.1851"
"3275","CHOYP_G6PD.2.2.m.46923.1817","CHOYP_G6PD.2.2.m.46923.2.349"
"3276","CHOYP_G6PD.2.2.m.46923.1818","CHOYP_G6PD.2.2.m.46923.324"
"3277","CHOYP_G6PD.2.2.m.46923.1819","CHOYP_G6PD.2.2.m.46923.3.1852"
"3278","CHOYP_G6PD.2.2.m.46923.1820","CHOYP_G6PD.2.2.m.46923.3.1853"
"3279","CHOYP_G6PD.2.2.m.46923.1821","CHOYP_G6PD.2.2.m.46923.325"
"3280","CHOYP_G6PD.2.2.m.46923.1822","CHOYP_ALF.3.3.m.66837.237"
"3281","CHOYP_AADAT.1.1.m.12672.256","CHOYP_G6PD.2.2.m.46923.3.1854"
"3282","CHOYP_G6PD.2.2.m.46923.1823","CHOYP_G6PD.2.2.m.46923.3.1855"
"3283","CHOYP_G6PD.2.2.m.46923.1824","CHOYP_G6PD.2.2.m.46923.3.1856"
"3284","CHOYP_G6PD.2.2.m.46923.1825","CHOYP_FYN.1.1.m.44312.256"
"3285","CHOYP_G6PD.2.2.m.46923.1826","CHOYP_G6PD.2.2.m.46923.3.1857"
"3286","CHOYP_ALF.3.3.m.66837.218","CHOYP_G6PD.2.2.m.46923.3.1858"
"3287","CHOYP_AADAT.1.1.m.12672.257","CHOYP_G6PD.2.2.m.46923.3.1859"
"3288","CHOYP_G6PD.2.2.m.46923.1827","CHOYP_G6PD.2.2.m.46923.1.259"
"3289","CHOYP_FYN.1.1.m.44312.414","CHOYP_G6PD.2.2.m.46923.3.1860"
"3290","CHOYP_FYN.1.1.m.44312.415","CHOYP_G6PD.2.2.m.46923.3.1861"
"3291","CHOYP_G6PD.2.2.m.46923.1828","CHOYP_G6PD.2.2.m.46923.326"
"3292","CHOYP_FUT8.1.1.m.9231.280","CHOYP_G6PD.2.2.m.46923.3.1862"
"3293","CHOYP_AADAT.1.1.m.12672.258","CHOYP_G6PD.2.2.m.46923.3.1863"
"3294","CHOYP_G6PD.2.2.m.46923.1829","CHOYP_G6PD.2.2.m.46923.3.1864"
"3295","CHOYP_G6PD.2.2.m.46923.1830","CHOYP_FYN.1.1.m.44312.257"
"3296","CHOYP_G6PD.2.2.m.46923.1831","CHOYP_G6PD.2.2.m.46923.3.1865"
"3297","CHOYP_FUT8.1.1.m.9231.281","CHOYP_FYN.1.1.m.44312.258"
"3298","CHOYP_G6PD.2.2.m.46923.1832","CHOYP_G6PD.2.2.m.46923.3.1866"
"3299","CHOYP_G6PD.2.2.m.46923.1833","CHOYP_G6PD.2.2.m.46923.3.1867"
"3300","CHOYP_G6PD.2.2.m.46923.1834","CHOYP_G6PD.2.2.m.46923.3.1868"
"3301","CHOYP_G6PD.2.2.m.46923.1835","CHOYP_G6PD.2.2.m.46923.3.1869"
"3302","CHOYP_FYN.1.1.m.44312.416","CHOYP_G6PD.2.2.m.46923.3.1870"
"3303","CHOYP_1433G.2.2.m.63450.289","CHOYP_G6PD.2.2.m.46923.3.1871"
"3304","CHOYP_G6PD.2.2.m.46923.1836","CHOYP_G6PD.2.2.m.46923.3.1872"
"3305","CHOYP_G6PD.2.2.m.46923.1837","CHOYP_G6PD.2.2.m.46923.3.1873"
"3306","CHOYP_AADAT.1.1.m.12672.259","CHOYP_G6PD.2.2.m.46923.1.260"
"3307","CHOYP_FYN.1.1.m.44312.417","CHOYP_G6PD.2.2.m.46923.3.1874"
"3308","CHOYP_FYN.1.1.m.44312.418","CHOYP_G6PD.2.2.m.46923.3.1875"
"3309","CHOYP_G6PD.2.2.m.46923.1838","CHOYP_G6PD.2.2.m.46923.3.1876"
"3310","CHOYP_FUT8.1.1.m.9231.282","CHOYP_G6PD.2.2.m.46923.3.1877"
"3311","CHOYP_1433G.2.2.m.63450.290","CHOYP_G6PD.2.2.m.46923.3.1878"
"3312","CHOYP_FYN.1.1.m.44312.419","CHOYP_G6PD.2.2.m.46923.3.1879"
"3313","CHOYP_G6PD.2.2.m.46923.1839","CHOYP_G6PD.2.2.m.46923.3.1880"
"3314","CHOYP_FYN.1.1.m.44312.420","CHOYP_ALF.3.3.m.66837.238"
"3315","CHOYP_G6PD.2.2.m.46923.1840","CHOYP_G6PD.2.2.m.46923.3.1881"
"3316","CHOYP_G6PD.2.2.m.46923.1841","CHOYP_G6PD.2.2.m.46923.3.1882"
"3317","CHOYP_G6PD.2.2.m.46923.1842","CHOYP_G6PD.2.2.m.46923.1.261"
"3318","CHOYP_AADAT.1.1.m.12672.260","CHOYP_G6PD.2.2.m.46923.2.350"
"3319","CHOYP_G6PD.2.2.m.46923.1843","CHOYP_G6PD.2.2.m.46923.327"
"3320","CHOYP_G6PD.2.2.m.46923.1844","CHOYP_FYN.1.1.m.44312.259"
"3321","CHOYP_G6PD.2.2.m.46923.1845","CHOYP_G6PD.2.2.m.46923.328"
"3322","CHOYP_G6PD.2.2.m.46923.1846","CHOYP_G6PD.2.2.m.46923.1.262"
"3323","CHOYP_1433G.2.2.m.63450.291","CHOYP_G6PD.2.2.m.46923.3.1883"
"3324","CHOYP_G6PD.2.2.m.46923.1847","CHOYP_G6PD.2.2.m.46923.3.1884"
"3325","CHOYP_AADAT.1.1.m.12672.261","CHOYP_G6PD.2.2.m.46923.3.1885"
"3326","CHOYP_AADAT.1.1.m.12672.262","CHOYP_G6PD.2.2.m.46923.2.351"
"3327","CHOYP_G6PD.2.2.m.46923.1848","CHOYP_G6PD.2.2.m.46923.3.1886"
"3328","CHOYP_G6PD.2.2.m.46923.1849","CHOYP_FYN.1.1.m.44312.260"
"3329","CHOYP_G6PD.2.2.m.46923.1850","CHOYP_G6PD.2.2.m.46923.3.1887"
"3330","CHOYP_ALF.3.3.m.66837.219","CHOYP_G6PD.2.2.m.46923.3.1888"
"3331","CHOYP_FYN.1.1.m.44312.421","CHOYP_FYN.1.1.m.44312.261"
"3332","CHOYP_ALF.3.3.m.66837.220","CHOYP_G6PD.2.2.m.46923.3.1889"
"3333","CHOYP_G6PD.2.2.m.46923.1851","CHOYP_FYN.1.1.m.44312.262"
"3334","CHOYP_G6PD.2.2.m.46923.1852","CHOYP_G6PD.2.2.m.46923.3.1890"
"3335","CHOYP_G6PD.2.2.m.46923.1853","CHOYP_G6PD.2.2.m.46923.3.1891"
"3336","CHOYP_G6PD.2.2.m.46923.1854","CHOYP_G6PD.2.2.m.46923.329"
"3337","CHOYP_FYN.1.1.m.44312.422","CHOYP_G6PD.2.2.m.46923.3.1892"
"3338","CHOYP_G6PD.2.2.m.46923.1855","CHOYP_ALF.3.3.m.66837.239"
"3339","CHOYP_G6PD.2.2.m.46923.1856","CHOYP_G6PD.2.2.m.46923.3.1893"
"3340","CHOYP_G6PD.2.2.m.46923.1857","CHOYP_G6PD.2.2.m.46923.3.1894"
"3341","CHOYP_G6PD.2.2.m.46923.1858","CHOYP_G6PD.2.2.m.46923.1.263"
"3342","CHOYP_G6PD.2.2.m.46923.1859","CHOYP_FYN.1.1.m.44312.263"
"3343","CHOYP_G6PD.2.2.m.46923.1860","CHOYP_G6PD.2.2.m.46923.330"
"3344","CHOYP_FYN.1.1.m.44312.423","CHOYP_G6PD.2.2.m.46923.3.1895"
"3345","CHOYP_1433G.2.2.m.63450.292","CHOYP_FYN.1.1.m.44312.264"
"3346","CHOYP_G6PD.2.2.m.46923.1861","CHOYP_FYN.1.1.m.44312.265"
"3347","CHOYP_G6PD.2.2.m.46923.1862","CHOYP_G6PD.2.2.m.46923.331"
"3348","CHOYP_FYN.1.1.m.44312.424","CHOYP_ALF.3.3.m.66837.240"
"3349","CHOYP_ALF.3.3.m.66837.221","CHOYP_G6PD.2.2.m.46923.1.264"
"3350","CHOYP_FYN.1.1.m.44312.425","CHOYP_ALF.3.3.m.66837.241"
"3351","CHOYP_FUT8.1.1.m.9231.283","CHOYP_G6PD.2.2.m.46923.3.1896"
"3352","CHOYP_AADAT.1.1.m.12672.263","CHOYP_G6PD.2.2.m.46923.3.1897"
"3353","CHOYP_FYN.1.1.m.44312.426","CHOYP_G6PD.2.2.m.46923.3.1898"
"3354","CHOYP_AADAT.1.1.m.12672.264","CHOYP_G6PD.2.2.m.46923.3.1899"
"3355","CHOYP_ALF.3.3.m.66837.222","CHOYP_G6PD.2.2.m.46923.3.1900"
"3356","CHOYP_AADAT.1.1.m.12672.265","CHOYP_G6PD.2.2.m.46923.3.1901"
"3357","CHOYP_1433G.2.2.m.63450.293","CHOYP_ALF.3.3.m.66837.242"
"3358","CHOYP_1433G.2.2.m.63450.294","CHOYP_G6PD.2.2.m.46923.1.265"
"3359","CHOYP_G6PD.2.2.m.46923.1863","CHOYP_G6PD.2.2.m.46923.1.266"
"3360","CHOYP_G6PD.2.2.m.46923.1864","CHOYP_G6PD.2.2.m.46923.1.267"
"3361","CHOYP_G6PD.2.2.m.46923.1865","CHOYP_G6PD.2.2.m.46923.3.1902"
"3362","CHOYP_ALF.3.3.m.66837.223","CHOYP_G6PD.2.2.m.46923.2.352"
"3363","CHOYP_G6PD.2.2.m.46923.1866","CHOYP_G6PD.2.2.m.46923.3.1903"
"3364","CHOYP_FUT8.1.1.m.9231.284","CHOYP_G6PD.2.2.m.46923.3.1904"
"3365","CHOYP_FYN.1.1.m.44312.427","CHOYP_G6PD.2.2.m.46923.3.1905"
"3366","CHOYP_G6PD.2.2.m.46923.1867","CHOYP_G6PD.2.2.m.46923.3.1906"
"3367","CHOYP_FUT8.1.1.m.9231.285","CHOYP_G6PD.2.2.m.46923.3.1907"
"3368","CHOYP_G6PD.2.2.m.46923.1868","CHOYP_G6PD.2.2.m.46923.3.1908"
"3369","CHOYP_FUT8.1.1.m.9231.286","CHOYP_G6PD.2.2.m.46923.2.353"
"3370","CHOYP_G6PD.2.2.m.46923.1869","CHOYP_G6PD.2.2.m.46923.3.1909"
"3371","CHOYP_G6PD.2.2.m.46923.1870","CHOYP_G6PD.2.2.m.46923.2.354"
"3372","CHOYP_1433G.2.2.m.63450.295","CHOYP_G6PD.2.2.m.46923.3.1910"
"3373","CHOYP_1433G.2.2.m.63450.296","CHOYP_G6PD.2.2.m.46923.3.1911"
"3374","CHOYP_G6PD.2.2.m.46923.1871","CHOYP_G6PD.2.2.m.46923.1.268"
"3375","CHOYP_1433G.2.2.m.63450.297","CHOYP_G6PD.2.2.m.46923.1.269"
"3376","CHOYP_G6PD.2.2.m.46923.1872","CHOYP_G6PD.2.2.m.46923.1.270"
"3377","CHOYP_G6PD.2.2.m.46923.1873","CHOYP_G6PD.2.2.m.46923.3.1912"
"3378","CHOYP_1433G.2.2.m.63450.298","CHOYP_G6PD.2.2.m.46923.3.1913"
"3379","CHOYP_ALF.3.3.m.66837.224","CHOYP_G6PD.2.2.m.46923.3.1914"
"3380","CHOYP_AADAT.1.1.m.12672.266","CHOYP_G6PD.2.2.m.46923.3.1915"
"3381","CHOYP_G6PD.2.2.m.46923.1874","CHOYP_G6PD.2.2.m.46923.2.355"
"3382","CHOYP_G6PD.2.2.m.46923.1875","CHOYP_G6PD.2.2.m.46923.3.1916"
"3383","CHOYP_1433G.2.2.m.63450.299","CHOYP_G6PD.2.2.m.46923.3.1917"
"3384","CHOYP_1433G.2.2.m.63450.300","CHOYP_ALF.3.3.m.66837.243"
"3385","CHOYP_1433G.2.2.m.63450.301","CHOYP_ALF.3.3.m.66837.244"
"3386","CHOYP_ALF.3.3.m.66837.225","CHOYP_G6PD.2.2.m.46923.3.1918"
"3387","CHOYP_ALF.3.3.m.66837.226","CHOYP_G6PD.2.2.m.46923.3.1919"
"3388","CHOYP_G6PD.2.2.m.46923.1876","CHOYP_G6PD.2.2.m.46923.3.1920"
"3389","CHOYP_G6PD.2.2.m.46923.1877","CHOYP_G6PD.2.2.m.46923.2.356"
"3390","CHOYP_G6PD.2.2.m.46923.1878","CHOYP_G6PD.2.2.m.46923.1.271"
"3391","CHOYP_G6PD.2.2.m.46923.1879","CHOYP_G6PD.2.2.m.46923.3.1921"
"3392","CHOYP_G6PD.2.2.m.46923.1880","CHOYP_G6PD.2.2.m.46923.3.1922"
"3393","CHOYP_G6PD.2.2.m.46923.1881","CHOYP_G6PD.2.2.m.46923.3.1923"
"3394","CHOYP_AADAT.1.1.m.12672.267","CHOYP_G6PD.2.2.m.46923.3.1924"
"3395","CHOYP_AADAT.1.1.m.12672.268","CHOYP_G6PD.2.2.m.46923.3.1925"
"3396","CHOYP_FUT8.1.1.m.9231.287","CHOYP_G6PD.2.2.m.46923.3.1926"
"3397","CHOYP_AADAT.1.1.m.12672.269","CHOYP_FYN.1.1.m.44312.266"
"3398","CHOYP_AADAT.1.1.m.12672.270","CHOYP_G6PD.2.2.m.46923.3.1927"
"3399","CHOYP_G6PD.2.2.m.46923.1882","CHOYP_G6PD.2.2.m.46923.3.1928"
"3400","CHOYP_AADAT.1.1.m.12672.271","CHOYP_FYN.1.1.m.44312.267"
"3401","CHOYP_G6PD.2.2.m.46923.1883","CHOYP_G6PD.2.2.m.46923.3.1929"
"3402","CHOYP_1433G.2.2.m.63450.302","CHOYP_G6PD.2.2.m.46923.332"
"3403","CHOYP_G6PD.2.2.m.46923.1884","CHOYP_G6PD.2.2.m.46923.3.1930"
"3404","CHOYP_G6PD.2.2.m.46923.1885","CHOYP_G6PD.2.2.m.46923.3.1931"
"3405","CHOYP_G6PD.2.2.m.46923.1886","CHOYP_G6PD.2.2.m.46923.3.1932"
"3406","CHOYP_G6PD.2.2.m.46923.1887","CHOYP_G6PD.2.2.m.46923.1.272"
"3407","CHOYP_G6PD.2.2.m.46923.1888","CHOYP_G6PD.2.2.m.46923.3.1933"
"3408","CHOYP_FYN.1.1.m.44312.428","CHOYP_G6PD.2.2.m.46923.333"
"3409","CHOYP_G6PD.2.2.m.46923.1889","CHOYP_G6PD.2.2.m.46923.3.1934"
"3410","CHOYP_ALF.3.3.m.66837.227","CHOYP_G6PD.2.2.m.46923.3.1935"
"3411","CHOYP_G6PD.2.2.m.46923.1890","CHOYP_ALF.3.3.m.66837.245"
"3412","CHOYP_G6PD.2.2.m.46923.1891","CHOYP_ALF.3.3.m.66837.246"
"3413","CHOYP_ALF.3.3.m.66837.228","CHOYP_G6PD.2.2.m.46923.3.1936"
"3414","CHOYP_FUT8.1.1.m.9231.288","CHOYP_G6PD.2.2.m.46923.3.1937"
"3415","CHOYP_G6PD.2.2.m.46923.1892","CHOYP_G6PD.2.2.m.46923.3.1938"
"3416","CHOYP_G6PD.2.2.m.46923.1893","CHOYP_FYN.1.1.m.44312.268"
"3417","CHOYP_G6PD.2.2.m.46923.1894","CHOYP_FYN.1.1.m.44312.269"
"3418","CHOYP_G6PD.2.2.m.46923.1895","CHOYP_G6PD.2.2.m.46923.3.1939"
"3419","CHOYP_FUT8.1.1.m.9231.289","CHOYP_G6PD.2.2.m.46923.3.1940"
"3420","CHOYP_G6PD.2.2.m.46923.1896","CHOYP_G6PD.2.2.m.46923.1.273"
"3421","CHOYP_FYN.1.1.m.44312.429","CHOYP_G6PD.2.2.m.46923.1.274"
"3422","CHOYP_FUT8.1.1.m.9231.290","CHOYP_G6PD.2.2.m.46923.334"
"3423","CHOYP_FUT8.1.1.m.9231.291","CHOYP_G6PD.2.2.m.46923.3.1941"
"3424","CHOYP_FYN.1.1.m.44312.430","CHOYP_G6PD.2.2.m.46923.3.1942"
"3425","CHOYP_G6PD.2.2.m.46923.1897","CHOYP_G6PD.2.2.m.46923.335"
"3426","CHOYP_G6PD.2.2.m.46923.1898","CHOYP_G6PD.2.2.m.46923.3.1943"
"3427","CHOYP_FYN.1.1.m.44312.431","CHOYP_G6PD.2.2.m.46923.3.1944"
"3428","CHOYP_AADAT.1.1.m.12672.272","CHOYP_G6PD.2.2.m.46923.2.357"
"3429","CHOYP_G6PD.2.2.m.46923.1899","CHOYP_G6PD.2.2.m.46923.336"
"3430","CHOYP_G6PD.2.2.m.46923.1900","CHOYP_G6PD.2.2.m.46923.2.358"
"3431","CHOYP_G6PD.2.2.m.46923.1901","CHOYP_G6PD.2.2.m.46923.3.1945"
"3432","CHOYP_G6PD.2.2.m.46923.1902","CHOYP_FYN.1.1.m.44312.270"
"3433","CHOYP_G6PD.2.2.m.46923.1903","CHOYP_G6PD.2.2.m.46923.3.1946"
"3434","CHOYP_G6PD.2.2.m.46923.1904","CHOYP_G6PD.2.2.m.46923.3.1947"
"3435","CHOYP_FYN.1.1.m.44312.432","CHOYP_G6PD.2.2.m.46923.337"
"3436","CHOYP_G6PD.2.2.m.46923.1905","CHOYP_G6PD.2.2.m.46923.3.1948"
"3437","CHOYP_G6PD.2.2.m.46923.1906","CHOYP_G6PD.2.2.m.46923.3.1949"
"3438","CHOYP_FYN.1.1.m.44312.433","CHOYP_FYN.1.1.m.44312.271"
"3439","CHOYP_1433G.2.2.m.63450.303","CHOYP_G6PD.2.2.m.46923.2.359"
"3440","CHOYP_G6PD.2.2.m.46923.1907","CHOYP_ALF.3.3.m.66837.247"
"3441","CHOYP_AADAT.1.1.m.12672.273","CHOYP_G6PD.2.2.m.46923.3.1950"
"3442","CHOYP_G6PD.2.2.m.46923.1908","CHOYP_G6PD.2.2.m.46923.3.1951"
"3443","CHOYP_G6PD.2.2.m.46923.1909","CHOYP_G6PD.2.2.m.46923.3.1952"
"3444","CHOYP_G6PD.2.2.m.46923.1910","CHOYP_G6PD.2.2.m.46923.338"
"3445","CHOYP_1433G.2.2.m.63450.304","CHOYP_G6PD.2.2.m.46923.2.360"
"3446","CHOYP_G6PD.2.2.m.46923.1911","CHOYP_G6PD.2.2.m.46923.3.1953"
"3447","CHOYP_ALF.3.3.m.66837.229","CHOYP_FYN.1.1.m.44312.272"
"3448","CHOYP_G6PD.2.2.m.46923.1912","CHOYP_FYN.1.1.m.44312.273"
"3449","CHOYP_G6PD.2.2.m.46923.1913","CHOYP_G6PD.2.2.m.46923.339"
"3450","CHOYP_FUT8.1.1.m.9231.292","CHOYP_G6PD.2.2.m.46923.3.1954"
"3451","CHOYP_FUT8.1.1.m.9231.293","CHOYP_G6PD.2.2.m.46923.3.1955"
"3452","CHOYP_G6PD.2.2.m.46923.1914","CHOYP_G6PD.2.2.m.46923.3.1956"
"3453","CHOYP_G6PD.2.2.m.46923.1915","CHOYP_G6PD.2.2.m.46923.3.1957"
"3454","CHOYP_G6PD.2.2.m.46923.1916","CHOYP_G6PD.2.2.m.46923.2.361"
"3455","CHOYP_FUT8.1.1.m.9231.294","CHOYP_G6PD.2.2.m.46923.3.1958"
"3456","CHOYP_FUT8.1.1.m.9231.295","CHOYP_G6PD.2.2.m.46923.3.1959"
"3457","CHOYP_1433G.2.2.m.63450.305","CHOYP_ALF.3.3.m.66837.248"
"3458","CHOYP_G6PD.2.2.m.46923.1917","CHOYP_G6PD.2.2.m.46923.3.1960"
"3459","CHOYP_G6PD.2.2.m.46923.1918","CHOYP_G6PD.2.2.m.46923.3.1961"
"3460","CHOYP_ALF.3.3.m.66837.230","CHOYP_G6PD.2.2.m.46923.3.1962"
"3461","CHOYP_G6PD.2.2.m.46923.1919","CHOYP_G6PD.2.2.m.46923.2.362"
"3462","CHOYP_FUT8.1.1.m.9231.296","CHOYP_G6PD.2.2.m.46923.2.363"
"3463","CHOYP_1433G.2.2.m.63450.306","CHOYP_FYN.1.1.m.44312.274"
"3464","CHOYP_G6PD.2.2.m.46923.1920","CHOYP_FYN.1.1.m.44312.275"
"3465","CHOYP_G6PD.2.2.m.46923.1921","CHOYP_G6PD.2.2.m.46923.3.1963"
"3466","CHOYP_FUT8.1.1.m.9231.297","CHOYP_G6PD.2.2.m.46923.3.1964"
"3467","CHOYP_AADAT.1.1.m.12672.274","CHOYP_G6PD.2.2.m.46923.3.1965"
"3468","CHOYP_FYN.1.1.m.44312.434","CHOYP_ALF.3.3.m.66837.249"
"3469","CHOYP_G6PD.2.2.m.46923.1922","CHOYP_G6PD.2.2.m.46923.3.1966"
"3470","CHOYP_FYN.1.1.m.44312.435","CHOYP_G6PD.2.2.m.46923.340"
"3471","CHOYP_G6PD.2.2.m.46923.1923","CHOYP_G6PD.2.2.m.46923.3.1967"
"3472","CHOYP_FYN.1.1.m.44312.436","CHOYP_G6PD.2.2.m.46923.3.1968"
"3473","CHOYP_G6PD.2.2.m.46923.1924","CHOYP_FYN.1.1.m.44312.276"
"3474","CHOYP_FYN.1.1.m.44312.437","CHOYP_G6PD.2.2.m.46923.3.1969"
"3475","CHOYP_FUT8.1.1.m.9231.298","CHOYP_G6PD.2.2.m.46923.3.1970"
"3476","CHOYP_FYN.1.1.m.44312.438","CHOYP_G6PD.2.2.m.46923.3.1971"
"3477","CHOYP_ALF.3.3.m.66837.231","CHOYP_G6PD.2.2.m.46923.3.1972"
"3478","CHOYP_ALF.3.3.m.66837.232","CHOYP_FYN.1.1.m.44312.277"
"3479","CHOYP_G6PD.2.2.m.46923.1925","CHOYP_G6PD.2.2.m.46923.2.364"
"3480","CHOYP_G6PD.2.2.m.46923.1926","CHOYP_G6PD.2.2.m.46923.1.275"
"3481","CHOYP_AADAT.1.1.m.12672.275","CHOYP_G6PD.2.2.m.46923.3.1973"
"3482","CHOYP_G6PD.2.2.m.46923.1927","CHOYP_G6PD.2.2.m.46923.2.365"
"3483","CHOYP_FYN.1.1.m.44312.439","CHOYP_G6PD.2.2.m.46923.3.1974"
"3484","CHOYP_1433G.2.2.m.63450.307","CHOYP_G6PD.2.2.m.46923.3.1975"
"3485","CHOYP_1433G.2.2.m.63450.308","CHOYP_G6PD.2.2.m.46923.3.1976"
"3486","CHOYP_G6PD.2.2.m.46923.1928","CHOYP_ALF.3.3.m.66837.250"
"3487","CHOYP_FYN.1.1.m.44312.440","CHOYP_ALF.3.3.m.66837.251"
"3488","CHOYP_G6PD.2.2.m.46923.1929","CHOYP_G6PD.2.2.m.46923.3.1977"
"3489","CHOYP_G6PD.2.2.m.46923.1930","CHOYP_ALF.3.3.m.66837.252"
"3490","CHOYP_G6PD.2.2.m.46923.1931","CHOYP_G6PD.2.2.m.46923.3.1978"
"3491","CHOYP_G6PD.2.2.m.46923.1932","CHOYP_G6PD.2.2.m.46923.3.1979"
"3492","CHOYP_G6PD.2.2.m.46923.1933","CHOYP_FYN.1.1.m.44312.278"
"3493","CHOYP_FYN.1.1.m.44312.441","CHOYP_G6PD.2.2.m.46923.3.1980"
"3494","CHOYP_G6PD.2.2.m.46923.1934","CHOYP_G6PD.2.2.m.46923.3.1981"
"3495","CHOYP_G6PD.2.2.m.46923.1935","CHOYP_G6PD.2.2.m.46923.3.1982"
"3496","CHOYP_G6PD.2.2.m.46923.1936","CHOYP_G6PD.2.2.m.46923.3.1983"
"3497","CHOYP_FUT8.1.1.m.9231.299","CHOYP_G6PD.2.2.m.46923.341"
"3498","CHOYP_FYN.1.1.m.44312.442","CHOYP_G6PD.2.2.m.46923.3.1984"
"3499","CHOYP_1433G.2.2.m.63450.309","CHOYP_G6PD.2.2.m.46923.3.1985"
"3500","CHOYP_ALF.3.3.m.66837.233","CHOYP_G6PD.2.2.m.46923.342"
"3501","CHOYP_G6PD.2.2.m.46923.1937","CHOYP_ALF.3.3.m.66837.253"
"3502","CHOYP_G6PD.2.2.m.46923.1938","CHOYP_G6PD.2.2.m.46923.343"
"3503","CHOYP_G6PD.2.2.m.46923.1939","CHOYP_G6PD.2.2.m.46923.3.1986"
"3504","CHOYP_G6PD.2.2.m.46923.1940","CHOYP_G6PD.2.2.m.46923.3.1987"
"3505","CHOYP_1433G.2.2.m.63450.310","CHOYP_G6PD.2.2.m.46923.3.1988"
"3506","CHOYP_G6PD.2.2.m.46923.1941","CHOYP_G6PD.2.2.m.46923.3.1989"
"3507","CHOYP_1433G.2.2.m.63450.311","CHOYP_G6PD.2.2.m.46923.3.1990"
"3508","CHOYP_G6PD.2.2.m.46923.1942","CHOYP_G6PD.2.2.m.46923.3.1991"
"3509","CHOYP_G6PD.2.2.m.46923.1943","CHOYP_G6PD.2.2.m.46923.344"
"3510","CHOYP_FUT8.1.1.m.9231.300","CHOYP_G6PD.2.2.m.46923.3.1992"
"3511","CHOYP_G6PD.2.2.m.46923.1944","CHOYP_G6PD.2.2.m.46923.3.1993"
"3512","CHOYP_G6PD.2.2.m.46923.1945","CHOYP_G6PD.2.2.m.46923.3.1994"
