"","fc3","fc5","fc7","fc9","fc11","fc13"
"CHOYP_LOC100377243.1.1|m.6500",-2.71316571484692,-2.18179936550616,-5.38645975287382,-1.7096548656657,-4.72854663721097,1.3757719394085
"CHOYP_LOC100377362.1.1|m.10266",-5.96842049374431,-5.56174683917038,-4.28735457452224,-2.83516453315117,-4.76194215657492,-2.43942157848941
"CHOYP_LOC100377412.1.1|m.41404",-10.8282937760338,-9.03487159485912,-9.93198080174821,-6.79583184261159,-8.99549013428806,-10.324000765572
"CHOYP_BCAT1.1.1|m.54127",-3.9207147863503,-6.90835711025877,-6.2518222559698,-4.09578447750382,-6.99709130117859,-6.0898663555756
"CHOYP_LOC100377460.1.1|m.38781",-11.8781048814363,-9.77520364674344,-11.8943829485278,-16.207205699988,-16.4505566696472,-13.1144656067383
"CHOYP_LOC100377677.2.2|m.27049",-3.96836332478385,-2.13380878444157,-2.28657240959645,-2.97484256064177,-3.06770570461267,-4.84682319128247
"CHOYP_LOC100377682.1.1|m.31441",-5.300747613349,-7.32627230685296,-5.72635593330295,-4.57603555047385,-9.19289962270719,-13.345567921794
"CHOYP_LOC100377751.1.1|m.26359",-1.62879088672649,-1.98169773562086,-2.488856662519,1.07424470614968,-2.2504379103087,-1.93157245928508
"CHOYP_BCL7A.1.1|m.29528",-2.56317492677144,-2.47011270644098,-4.00792342632911,-10.7310975888888,-3.11767731799365,-5.38862408651011
"CHOYP_LOC100377771.1.1|m.7044",-4.10896757445636,-5.77791108401152,-3.46170231730821,-3.76916199320992,-4.68405469710364,-2.78638439988748
"CHOYP_LOC100377783.1.1|m.14549",-5.74722842743458,-9.12280000739059,-7.14836012087162,-5.68054067947178,-8.33892570392639,-6.76468290297041
"CHOYP_LOC100377901.1.1|m.7173",-2.47197059120943,-3.06432332997445,-1.49831088886201,-3.18260707807174,-2.84478416713592,-5.25567428831291
"CHOYP_LOC100378071.1.1|m.40488",-8.50866758368736,-7.29394819230102,-9.02395067429812,-5.28822668981302,-7.9248321773764,-5.83772306189367
"CHOYP_BDH2.1.2|m.30737",-12.8191611131844,-11.4037871383997,-12.302430539694,-13.5373673973959,-16.1461517100831,-13.4567733055388
"CHOYP_LOC100378099.1.1|m.22676",-1.90269392885456,1.13215732810249,1.20400162256352,1.11728686221965,-3.09396732632065,-1.03984718055257
"CHOYP_LOC100378099.1.1|m.22677",-15.5217699141189,-15.5172180440516,-18.0579160569832,-10.2150456785055,-10.7252731958467,-5.46374253508745
"CHOYP_LOC100378204.1.1|m.40064",-1.99120203597377,-1.8938406257878,-3.06655062574867,-1.43587341049462,-1.00847414981147,1.19230456090933
"CHOYP_LOC100378209.1.2|m.7335",-5.6278027942879,-4.84822574453694,-3.58553521280162,-1.56280764056605,-2.22248628548425,-4.85652607519935
"CHOYP_LOC100378221.1.1|m.29052",-9.74398989366162,-9.12186625490818,-6.91497632848511,-8.86080959187597,-10.3121319608353,-9.51916609866384
"CHOYP_LOC100378364.1.1|m.53053",-3.03159259709782,-3.39473933755664,-3.51976803371874,-3.33124115627965,-3.57966454560151,-2.95893849649034
"CHOYP_BGAL.2.2|m.41942",-5.39574949942872,-4.50312085357332,-5.05993260072045,-3.94345631304344,-5.8919318240634,-5.09772224514708
"CHOYP_LOC100378414.1.1|m.34038",-3.46622169522747,-4.10340842532505,-2.57373002699577,-1.48754177667126,-2.63977134713992,-5.28027181126837
"CHOYP_LOC100378510.1.1|m.9865",-3.09807525655071,-5.26031561679926,-2.36269303464839,-2.47056846315064,-4.36803740940397,-1.44540457810848
"CHOYP_LOC100378619.2.2|m.36047",-4.67366033654285,-7.87058833689337,-2.63946186543719,-1.90450418839583,1.91671335574306,-2.90745262840399
"CHOYP_LOC100378652.1.1|m.5656",-4.26743811527941,-4.56187244928376,1.02764195985583,-3.82064331862906,-6.18966640587189,-2.96694222096102
"CHOYP_LOC100378652.1.1|m.5657",-3.89660350290142,-4.20524225117335,-4.92379383773223,-2.25455210777609,-4.1508977818733,-3.37038256240924
"CHOYP_LOC100378652.1.1|m.5658",-4.52993593364614,-4.13392277132906,-4.91594881513107,-6.39136428886019,-3.24954557350301,-4.80220434530399
"CHOYP_LOC100378719.1.1|m.7367",-2.635343349186,-1.0232626870611,1.47613687710564,-1.36882313228816,-1.75723185467245,-3.548984516802
"CHOYP_LOC100378760.1.1|m.37015",-23.009171507106,-17.8936644352653,-17.315392123581,-23.1956662248258,-19.0771110275492,-21.7145598616992
"CHOYP_LOC100378839.1.1|m.21328",-6.18840943275241,-7.70073445234359,-8.21478708021691,-3.96091632284701,-5.68370187254764,-5.60900606492942
"CHOYP_LOC100378844.1.4|m.7322",-13.9030329165311,-11.8828459005457,-6.58758779215124,-7.65030072295056,-6.0720299459913,-11.9751117586807
"CHOYP_LOC100378892.1.1|m.41502",-4.67072026294516,-3.97177126669019,-4.66231496705613,-2.02590831879565,-3.28127787698472,-3.12937202394478
"CHOYP_LOC100378901.1.2|m.29418",-5.14510878876165,-5.45399990371277,-5.89573363774582,-1.219738210142,-2.96212628547561,-7.26092626469016
"CHOYP_LOC100378969.2.2|m.31240",-4.8379576542645,-4.12966527981539,-4.30465348167158,-7.82287429121155,-9.39387112710252,-3.63125729023258
"CHOYP_LOC100379027.1.1|m.27022",-8.11891601332753,-7.5127396379699,-8.7000734357777,-4.13947584443719,1.14945893081266,-3.51381754710237
"CHOYP_LOC100485159.1.1|m.30340",-3.51065615034222,-4.04216085267107,-5.36623711580084,-2.1192581941943,-3.9620102975789,-3.80354076969677
"CHOYP_LOC100486063.2.9|m.5918",-3.13570882404931,-2.22938110631015,-2.896028518288,-3.40886811967926,-2.41797839607864,-2.56311858048813
"CHOYP_LOC100490454.1.1|m.64455",1.5331027481394,-2.43348086125615,-5.28282812103364,-2.29800044701523,-1.92041719695827,-7.1347045146029
"CHOYP_LOC100492442.1.1|m.16466",-2.67482021151063,-3.79673632331253,-1.13595358300111,-1.64156413207788,-2.38073450568581,-2.04425456064322
"CHOYP_LOC100492576.1.1|m.7775",-10.1399672595474,-11.9334697698866,-14.0578016499906,-11.9728962237241,-12.7396628905884,-10.661285251344
"CHOYP_BLMH.1.1|m.66065",-9.68710325437721,-8.72178175434792,-10.0052593924475,-8.88710679276302,-9.98029576824697,-9.60007155609238
"CHOYP_LOC100493600.1.1|m.58682",1.42744649618221,1.3408751556222,-3.59809687424054,1.22517184257798,-1.02167077233907,-1.23617138865057
"CHOYP_LOC100495846.1.1|m.11305",-1.80392925253022,-2.45699968478295,-2.30811995512293,-4.99299638665178,-1.72892964057653,-4.62665951704543
"CHOYP_LOC100533258.6.6|m.48142",-8.75648023916864,-9.09078783249638,-8.23370777036518,-7.89326649805854,-8.62711860401296,-8.8806893057086
"CHOYP_LOC100533283.1.1|m.54357",-8.54509853856789,-9.98114507554556,-12.1342881505464,-11.0507680953265,-9.86355532238732,-9.37939651331433
"CHOYP_LOC100533290.1.1|m.9001",-4.2306849551513,-4.41009835528684,-2.49494229112558,-3.91868324480434,-5.46317814975586,-4.77973563308621
"CHOYP_LOC100533341.1.1|m.1846",-9.73901815195946,-10.18935286781,-8.07891071467937,-7.96018028651787,-7.28397911938316,-5.17903565583065
"CHOYP_LOC100533357.1.2|m.56848",-13.0347499092707,-11.5008383682154,-10.8148444809172,-11.0409306169432,-10.5517829835752,-10.8099741906474
"CHOYP_LOC100533387.1.1|m.56131",-9.82546957801199,-11.3452180431333,-8.17385782748724,-8.08826956623385,-9.76231147543839,-8.78862372027168
"CHOYP_LOC100533388.2.6|m.5374",-12.2069709194263,-8.61452567182613,-6.37107304033709,-10.7674627693877,-8.36160903131326,-6.60541938577644
"CHOYP_LOC100533388.6.6|m.45695",-7.91130855899911,-6.82338494378627,-7.41058459690306,-8.06034850941404,-6.59474565875828,-5.0101666309042
"CHOYP_LOC100533521.2.2|m.52097",-16.8535699350991,-26.9401468622849,-30.18431499671,-22.6646014258784,-27.2459122877281,-31.7652337562898
"CHOYP_LOC100533537.1.1|m.36",-7.23415430054954,-5.66807346887805,-3.67944064564233,-7.94176902680135,-6.74755990760016,-2.95946771945108
"CHOYP_LOC100535066.1.2|m.15640",-13.552403830709,-16.097927607602,-13.8499237946793,-16.1938068476803,-12.8136519885398,-13.5118559187067
"CHOYP_LOC100552337.1.1|m.19614",-8.92700714387838,-5.98397685158449,-6.16014283974786,-5.49000098225483,-2.84532975068056,-5.5292520914189
"CHOYP_LOC100553519.1.1|m.20707",-1.03346375757176,-1.67145747171019,-2.21054658993916,-1.55534741780533,1.20891627695481,-1.34259912436708
"CHOYP_LOC100553687.1.1|m.61663",-4.66669940000742,1.38731846882557,-1.90311025586089,-1.53092614034634,-1.28494795747981,-1.3793464366036
"CHOYP_LOC100553809.1.1|m.45965",-2.38206764766792,-4.16096570424622,-1.79258889857223,-4.6075017896648,-2.25000253487021,-2.24180556866656
"CHOYP_LOC100554670.1.1|m.4865",-5.41256326713491,-3.96465579685519,-4.89609093806694,-3.20299234938996,-3.80179424042947,-5.60725996327158
"CHOYP_LOC100558815.1.1|m.30536",-9.02288826964964,-11.8392627761437,-9.8250288264884,-10.9829741251689,-9.76001709979261,-6.0448173496305
"CHOYP_LOC100559941.1.2|m.12240",-4.93942750853925,-3.42675440186312,-3.6157476187989,-3.82013763465356,-1.90020238688539,-2.86638357474466
"CHOYP_LOC100561262.1.1|m.16846",-10.2951849451994,-9.00954918007489,-7.35575648752784,-7.18495620560725,-8.34678288994243,-8.22449966676523
"CHOYP_LOC100562697.1.1|m.27375",-7.47403649167119,-9.07525944277511,-7.5410437641686,-12.2721501304491,-9.59188768163311,-9.98918239203744
"CHOYP_LOC100563554.1.1|m.49953",-1.34980021365163,-2.86673358135487,-1.78707791888347,-1.03312544203049,-2.6473849378691,-1.02099694092316
"CHOYP_LOC100563952.1.1|m.30232",-9.05726542216855,-9.76199858552092,-11.0258007148938,-20.4074390845334,-11.7493343174557,-9.14189737045737
"CHOYP_LOC100564354.1.1|m.46361",-5.94594715911383,-5.6006201540377,-8.09677475641313,-4.00783227839859,-8.66133831698125,-5.26317894877428
"CHOYP_LOC100565366.1.1|m.49990",-1.31328753838712,-1.66071430785468,1.1249872255038,-1.53726744275344,1.29093118090206,-1.01085051105142
"CHOYP_LOC100565534.2.3|m.29570",-5.7360532157753,-5.32633657787777,-5.35510381309921,-4.39450754739426,-3.8575926403214,-5.05504290392264
"CHOYP_LOC100567407.1.1|m.8503",-6.36323470900319,-4.99352311280603,-2.43483279627844,-4.12265821740695,-5.04249588010056,-1.31289975725991
"CHOYP_LOC100567969.1.1|m.26460",-4.6113552872998,-2.41602819915793,1.59253749832977,-3.0405696870286,-6.09861205388805,-4.87215812396325
"CHOYP_LOC100619435.1.2|m.28884",-10.9424928660123,-5.64309594311546,-9.0591243046889,-11.0371152038461,-4.37981273771119,-7.65054475425195
"CHOYP_LOC100633041.1.1|m.35428",-8.01467639506955,-10.3834957814013,-11.8516599756708,-7.80360564144804,-6.02421863450282,-5.63348886730285
"CHOYP_LOC100635694.1.1|m.24761",-5.1472141211233,-8.30462716107252,-4.50448122188381,-2.61944812335187,-3.70938857993232,-4.67896706734397
"CHOYP_LOC100635715.2.9|m.8040",-7.1560889013313,-4.5785587752213,-6.84200678995378,-4.96211930395808,-4.77259358582724,-4.30006494942473
"CHOYP_LOC100636433.3.4|m.27077",-6.41516475342682,-9.56365890273461,-11.0891319028575,-11.8844154377235,-9.42495991672035,-9.95684262485922
"CHOYP_LOC100638372.1.1|m.60468",-2.47315829453006,-2.92675160489047,-1.91138358951466,-2.23453563758991,-2.98471053294492,-2.97520301812768
"CHOYP_LOC100638860.2.2|m.44785",-6.50042301677317,-6.0328858364124,-13.7067205561993,-9.38376814912065,-11.6694716107967,-9.17255312969716
"CHOYP_LOC100640001.1.2|m.37241",-5.20470289247191,-8.85429587536984,-7.18129576774491,-5.6782798003263,-7.29553800928668,-5.74697619558627
"CHOYP_LOC100640001.2.2|m.62667",-7.55733465139077,-10.5421962839013,-10.8435513616948,-8.69306836636187,-13.4475966856248,-12.9666097956285
"CHOYP_LOC100640206.1.1|m.48266",-6.18729571326957,-4.81675098152176,-3.13783908513417,-1.24118300912991,-3.76720353803557,-2.31223560187261
"CHOYP_LOC100641892.1.1|m.56601",-10.2196998839017,-4.45705280116663,-2.89286028854929,-5.02522527260824,-3.61025018025751,-6.28000843132939
"CHOYP_LOC100641969.1.1|m.7196",-4.29218511484989,1.00003017116199,-1.65043215714532,-6.05091436270957,-2.0255464051432,-2.42517147379482
"CHOYP_LOC100642349.1.1|m.53035",-3.16978948072012,-2.66555600913432,-1.9911444297252,-1.92407586226008,-2.54277237410175,-6.35310973979681
"CHOYP_BRAFLDRAFT_101346.1.1|m.1028",-3.87830045594984,-2.13395063417386,-2.27378349954875,-1.95662149638898,-1.95222645144506,-1.13273261229548
"CHOYP_LOC100646535.1.1|m.61774",-4.34868469115613,-3.71454998081633,-2.63246040801371,-3.41343992642713,-3.58816015870536,-4.45994515236473
"CHOYP_LOC100646574.1.1|m.55144",-9.80977928732651,-8.59673025966844,-11.5850086684686,-10.1736392325614,-8.16080965622875,-10.413616331496
"CHOYP_LOC100646810.1.1|m.25033",-3.97868790997837,-2.84849987341653,-1.8590356894731,-2.26592035166586,-3.05838627878609,-5.2681603781249
"CHOYP_LOC100650648.1.2|m.24726",-5.92138039894804,-6.10759852478701,-5.42043840656341,-5.73720579665058,-5.67971540285056,-8.0583055545609
"CHOYP_LOC100656236.1.1|m.27240",-9.86488303099812,-3.22687427972218,-6.12044517637593,-11.815885231096,-13.3603283849029,-11.3330361064864
"CHOYP_LOC100669963.1.1|m.57300",-1.16028293016604,-2.66818523556769,-9.4248586865044,-1.17308877209745,-1.19232994678706,-3.27056159011779
"CHOYP_LOC100678100.1.1|m.14602",-3.34537246256525,-4.2619818649684,-3.13719682608222,-2.72419193308326,-3.70906276652594,-2.02506082606577
"CHOYP_BRAFLDRAFT_104160.1.1|m.29524",-5.90394973603654,-5.89724489601762,-4.2784045361683,-5.91768474858234,-6.82195185282565,-5.09972710101972
"CHOYP_LOC100679620.1.1|m.66367",-4.43191326945596,-1.91519786764335,-2.83932715648428,-1.80164771102431,-1.02352877097365,-3.09058088079935
"CHOYP_LOC100680210.1.1|m.5750",-4.67166629311536,-2.53455406238042,-4.57341841565405,-9.30475661357961,-3.18076624877625,-2.66583300914939
"CHOYP_LOC100689951.1.1|m.56514",-8.29143748513869,-8.30203487802851,-6.77905288240192,-8.69776002923992,-6.42130326882283,-8.32789393991563
"CHOYP_LOC100690782.1.1|m.26094",-8.20479409400933,-10.9605995035366,-9.63258309206962,-8.85979514723835,-8.1736100432845,-7.74029733636443
"CHOYP_LOC100691144.1.1|m.47006",-13.4424440916364,-11.6065702112467,-11.6065257185089,-16.5398411857176,-14.8430188592696,-16.7419955576098
"CHOYP_LOC100691455.1.1|m.3282",-6.8789784862482,-6.26358388012651,-7.39525972094572,-10.6230429630114,-9.56771916829917,-8.61850537035429
"CHOYP_LOC100692139.1.1|m.27787",-7.10258287502203,-5.64031044219973,-5.69010698552052,-8.11451696772282,-4.45633107165654,-6.04138511504935
"CHOYP_LOC100692418.1.1|m.55157",-3.61833473047375,-3.85148486974122,-3.60692586100881,-2.61177755669255,-4.44788951292975,-8.4850264440294
"CHOYP_LOC100692418.1.1|m.55158",-10.2874759151397,-7.14433455085766,-11.0921140623652,-3.67551436192803,-7.75378910960115,-3.36889187737492
"CHOYP_LOC100693708.1.1|m.7688",-4.84176451838063,-2.09475852709322,-3.15228351144349,-1.22613955722166,-2.15536396361858,-5.58968590734428
"CHOYP_LOC100693867.1.1|m.27278",-4.67228120247239,-3.7323351218408,-3.8080368108037,-2.81999827526863,-4.19691729749669,-4.72964087027167
"CHOYP_LOC100694623.1.1|m.14876",-2.70168046412029,-1.4540145194218,-2.1169563985435,-1.56334045393405,-4.76668723818567,-2.0435961464409
"CHOYP_AAEL_AAEL008069.1.2|m.58164",-4.81937945385499,-6.36675187301405,-5.4599456624379,-6.44068389798451,-7.94145187266214,-9.3014411909497
"CHOYP_BRAFLDRAFT_104472.1.1|m.16220",-2.95836422673089,-4.6655318500531,-7.07276205517918,-3.00495903481952,-2.42865373749793,-5.04591611327812
"CHOYP_LOC100694648.1.1|m.18881",-2.67141683801846,1.15049466134808,-2.98609140871428,-1.73642979359448,-1.0291436259639,-1.09322950855518
"CHOYP_LOC100697247.2.2|m.56896",-6.75422613288852,-5.99867115086427,-7.23795996539921,-3.29305175625387,-4.89924505380251,-5.2027599718204
"CHOYP_LOC100699093.1.1|m.20134",-15.2602037631101,-18.2496041052326,-15.3896654209645,-18.3961164864523,-16.679218669941,-15.4828146911699
"CHOYP_LOC100699161.1.1|m.35139",-5.7069102591979,-1.88898510578759,-2.40399236543955,-4.2951232235721,-4.36211293533476,1.43484638099758
"CHOYP_LOC100701551.1.7|m.3948",-10.6532817742979,-6.32180751966756,-14.17303303113,-5.9639305357078,-6.33149151882627,-15.6947124775612
"CHOYP_LOC100703202.1.1|m.10370",-1.77489162487019,-2.82802392198777,-2.41243605787519,-2.65744165983697,-1.39736788857205,-3.36380639036012
"CHOYP_LOC100703289.1.1|m.53585",-3.32622363754396,-1.68556984376037,-1.07871919064493,-2.17257182920604,-2.43451142327547,-5.76659091293395
"CHOYP_LOC100703423.1.1|m.940",-13.6241070596699,-15.5646865733514,-16.0491908809544,-15.3009581715391,-9.82017880203448,-11.3902927007386
"CHOYP_LOC100704562.1.1|m.25340",-5.05879444035819,-5.7000756766552,-4.95577927733097,-3.76148670220099,-5.50319862648126,-9.82728397051294
"CHOYP_LOC100704819.2.2|m.49100",-3.08092870862769,-3.08393716858315,-3.33680138630594,-4.33486631897992,-3.91907990665633,-3.29259688219328
"CHOYP_LOC100705966.1.1|m.45957",-18.7835939353126,-18.9739725570697,-16.4541092287839,-8.31862464000148,-10.1553586306131,-31.1308580593032
"CHOYP_BRAFLDRAFT_105037.1.1|m.17483",-5.24877991159818,-3.92274939991594,-2.59805565459687,-1.51006260789307,-1.97548924825139,-4.36710648958978
"CHOYP_LOC100709316.1.1|m.17221",-3.96538386947925,-10.7446581670587,-12.9303815018901,-2.85235239490862,-2.34109632480126,-5.10979700357806
"CHOYP_LOC100710612.1.1|m.5449",-12.2475797238545,-14.4284596917041,-6.07416902847871,-3.78473135431881,-9.67889982570437,-9.85451627146974
"CHOYP_LOC100711559.1.1|m.10313",-11.9754447014969,-16.9138362741644,-20.8766294250826,-13.9772727023196,-14.6051172117968,-18.597806333923
"CHOYP_LOC100717261.1.1|m.51839",-7.33669249831548,-7.4155164708015,-4.77304584438553,-8.68416662766554,-9.46163903387301,-12.2106984503244
"CHOYP_LOC100741406.1.1|m.29038",-6.16519780801771,-4.74320983716895,-6.19281588071091,-5.52817371819892,-5.9706191153405,-5.64576766163691
"CHOYP_LOC100742289.1.1|m.25180",-7.53884872076271,-7.19301740786956,-8.94592425198443,-8.0055326938651,-6.79303373239064,-8.36865340971768
"CHOYP_LOC100743251.1.1|m.16814",-5.68148564172028,-8.22993119688042,-5.61138776607808,-5.48288708056694,-5.97570004748048,-4.73924985735895
"CHOYP_LOC100743548.1.2|m.18991",-8.53445935707636,-6.86197405284772,-14.7915153044682,-12.8734420573349,-5.88187823165044,-2.63252297352301
"CHOYP_LOC100743901.1.1|m.4559",-8.33926335426828,-5.91792412810262,-5.28335905513025,-5.76131926533496,-5.64312135765434,-4.71364874487443
"CHOYP_LOC100744356.1.1|m.49326",-6.57926159875011,-5.94760150572499,-3.58821055746085,-5.27499609542537,-6.3582972740188,-3.97527759418445
"CHOYP_LOC100748625.1.1|m.24479",-5.85128568990766,-6.06667191654121,-7.21180916101987,-6.39103081738075,-7.7216471349784,-4.31012406540724
"CHOYP_LOC100749463.1.1|m.6770",-4.70317721115446,-3.54089040854896,-1.71979850790371,-2.88918105536791,-2.80001512916515,-4.58197803820546
"CHOYP_LOC100752270.1.1|m.23081",-1.96931186934058,-4.09942843184752,-2.23007990407463,1.11711163128779,-5.32565120881854,-1.09247035836551
"CHOYP_LOC100755189.1.1|m.33307",-15.4566201971557,-12.7134557798678,-17.1952184481131,-12.9010080734927,-16.2607819960847,-20.6926223349738
"CHOYP_LOC100759507.1.1|m.30604",-6.61947253674443,-6.12114332221946,-4.42442149498797,-3.13150192264682,-3.91739732623481,-3.31556243480785
"CHOYP_LOC100769755.1.1|m.59793",-4.34921769825522,-2.24806041739069,-3.79660899048801,-8.36140460738023,-8.85143131525887,-6.48268905569802
"CHOYP_LOC100862999.1.1|m.11759",-25.7925496969347,-26.6509641457373,-32.7929454038556,-27.4035538785648,-27.9937238014809,-23.5061894488744
"CHOYP_LOC100863242.1.1|m.9849",-3.9542875020072,-4.04985563864555,-5.26057920206381,-4.01708948430516,-2.31939835982707,-3.22219060482889
"CHOYP_LOC100863920.1.1|m.40408",-2.03366153396921,-1.63996976374652,-1.28404571045786,-2.05550761625952,-2.18334684519077,-5.17889135672355
"CHOYP_LOC100864577.1.1|m.8977",-4.87724539052022,-1.76309816553205,-1.07735050248331,-1.58465009643155,-1.33681350968986,-2.59479248556135
"CHOYP_LOC100865976.1.1|m.15403",-8.25231241496793,-4.23514561645821,-6.47155528493976,-8.86788805036773,-4.80198096356567,-9.07412574780096
"CHOYP_LOC100867628.1.1|m.1331",-10.4258753305147,-7.72896109296025,-5.17828232422887,-10.8494046531785,-9.57936455782451,-9.16204752415577
"CHOYP_LOC100872239.1.1|m.53052",-1.08050012409672,-3.12872944507302,-3.3737253383213,-2.93514494024346,-4.17982993797225,-3.42949049380296
"CHOYP_LOC100875390.1.1|m.24780",-9.70737399194859,-9.36897151943457,-7.27113974143577,-6.44444817562317,-7.24972836458169,-10.7490671703295
"CHOYP_BRAFLDRAFT_113534.1.1|m.10828",-2.56198466739742,-2.27051287975508,-4.39392711479068,-3.80862143491,-7.59616662351018,-2.12905144017232
"CHOYP_LOC100877311.1.1|m.25123",-7.05074029145242,-6.62715504878718,-6.92813388518825,-5.99641990373338,-5.51347530003019,-7.02942553486827
"CHOYP_LOC100877335.1.1|m.8851",-2.04156035175331,-1.66061286797882,1.27548532973555,-2.01460335694488,-2.71818436066563,-1.35608222564576
"CHOYP_LOC100877728.1.1|m.19879",-5.14275640590981,-4.42964082176311,-3.63317341495423,-3.78504993695652,-4.17401085206652,-7.23299538571302
"CHOYP_LOC100877749.1.1|m.65236",-1.4911684317669,-2.36725855161212,-1.06604066751225,2.13886032406758,-1.12823713706436,-2.91127707582129
"CHOYP_LOC100877947.1.1|m.51907",-1.50496863186151,-2.41650065612283,-1.75998548951624,-1.42846479100305,-1.80492486995684,-1.91622339107095
"CHOYP_BRAFLDRAFT_113552.1.1|m.29171",-12.0288033338841,-14.1964868570931,-15.6035139372993,-15.114845689242,-18.6949992493117,-12.1741750247616
"CHOYP_LOC100878391.1.1|m.28644",-1.58465753943843,-4.1315448681729,-2.33514002932701,-2.55962962763706,-1.31907181165558,-6.28698246911325
"CHOYP_LOC100879129.1.1|m.44467",-2.63854523162795,-4.23975041711447,-3.05776793317243,-3.99317357108869,-4.02423478997048,-4.64761047666168
"CHOYP_LOC100879250.1.1|m.24381",-18.6395511174111,-18.0141506705657,-17.1755154254381,-18.2393923805045,-20.0545186997028,-17.3211376578478
"CHOYP_LOC100879890.1.1|m.4963",-5.4532616950265,-6.22553755950921,-5.80229795426508,-5.05264045918801,-5.72836232423279,-6.56027973622217
"CHOYP_LOC100880308.1.1|m.6158",-1.29257717921694,-1.22670970021571,-1.39413553882654,-2.08229609471513,1.19761039099383,-2.06966670060965
"CHOYP_BRAFLDRAFT_113596.1.1|m.53557",-2.14341882943448,-1.16792953364225,-3.74472756286581,-6.54899052881967,-7.99564371614065,-4.6978516375382
"CHOYP_LOC100880948.1.1|m.25232",-3.98955465629343,-2.81621797731782,-2.26753762547662,-5.18443066795507,-5.31175780633198,-3.90029433489585
"CHOYP_LOC100881316.1.1|m.51540",-6.66728856266571,-8.18013512862319,-6.09439128072141,-7.17219892063608,-6.13307444537868,-5.91845005377474
"CHOYP_LOC100882263.1.1|m.48839",-3.07409327080762,-2.71095492148588,-2.77894088760148,-1.81946611760764,-1.8529381165197,-3.24312947352728
"CHOYP_LOC100883864.1.1|m.41791",-14.3193091564048,-14.7447451976823,-11.0297689078112,-12.7721560429428,-12.5478758895444,-15.7841168131858
"CHOYP_LOC100888608.1.3|m.5445",-4.92705728830154,-7.82587744263482,-10.5556193040946,-18.0172944179448,-18.3604371745033,-23.855607131892
"CHOYP_LOC100889564.1.1|m.17148",-2.83364800223702,-4.27008918195024,-2.77911843105067,-3.20186249682302,-3.40805548914492,-5.24137321118694
"CHOYP_1433G.2.2|m.63451",-7.91873606335092,-4.63445085814411,-3.70530071022185,-10.0950214270734,-5.39848071612519,-8.32967707937689
"CHOYP_LOC100889738.1.1|m.41184",-2.98056493427571,-1.28919258592715,1.74597645038628,1.68663258908558,-3.83604275694788,-2.44213371480331
"CHOYP_LOC100890512.1.1|m.36422",-10.3446536559551,-10.2810963417714,-8.43308486882355,-6.92413269438324,-8.3380701828388,-7.37759921651041
"CHOYP_LOC100891502.1.1|m.14627",-6.09233004829512,-2.45022369526632,-6.15638760356666,-2.78466103788347,-2.10184239629678,-1.33376842258564
"CHOYP_LOC100891656.1.1|m.62466",-11.9848498973119,-11.7954348708588,-11.5179235940026,-12.1706405911183,-10.1120383803833,-12.7207085451022
"CHOYP_BRAFLDRAFT_113849.1.1|m.53398",-8.27736448053992,-8.53449131862499,-6.46090906505587,-8.31504148968158,-9.14502719419261,-6.65984964447535
"CHOYP_LOC100891888.1.1|m.20756",-5.44853716424135,-8.2506092558755,-6.84141898064071,-3.47001798573738,-7.55644280459118,-6.55010027289957
"CHOYP_LOC100898860.1.1|m.7386",-3.0604124409426,-4.91905763179832,-5.34090051985163,-6.1856543173443,-4.69045229844459,-5.24937067614619
"CHOYP_BRAFLDRAFT_113892.1.1|m.44055",-3.21038914687181,-3.07724653946505,-2.47191317084055,-2.47632758544141,-1.95518561577781,-3.26446139836084
"CHOYP_LOC100902807.4.4|m.59166",-2.23453859634291,-2.33721050478391,-2.59348130358004,-2.42163730556201,-2.45475373997697,-2.30253420422137
"CHOYP_LOC100903522.1.3|m.2296",-52.3009554173745,-31.9115173055464,-42.7962082910174,-47.2174763208102,-39.4730163572078,-50.2690049941166
"CHOYP_LOC100903812.1.1|m.65786",-2.08060388491007,-4.5524062963268,-4.55869820339523,-3.49284946563449,-5.41921433156489,-6.52363258915853
"CHOYP_LOC100907253.3.3|m.27327",-8.03648890069021,-11.9014423136435,-14.4406493684861,-15.7298645126347,-14.8483259335024,-12.7370073903171
"CHOYP_LOC100907708.1.1|m.16095",-6.82645668150259,-6.18542373316844,-7.76397395029647,-6.82640020969536,-5.83726377207778,-6.10854336626241
"CHOYP_LOC100931580.2.2|m.44310",-5.36999007465647,-8.87425369631009,-5.65501592221374,-6.99368114150183,-9.07531056910633,-7.67638834837076
"CHOYP_LOC101040300.1.2|m.6533",-13.5400916223522,-17.0057290834225,-17.2547278692155,-19.4168257326538,-17.7591160503553,-16.0929224881452
"CHOYP_BRAFLDRAFT_114106.1.1|m.28307",-9.95857156771151,-13.9213759327602,-12.9339959947498,-8.04039939522683,-4.20668884242554,-10.8766088864334
"CHOYP_LOC101064793.1.1|m.27191",-4.67839702624317,-9.98457577631673,-4.39204051553281,-6.11517353717379,-7.97644195439637,-7.71717067062898
"CHOYP_LOC101065695.1.1|m.13611",-1.4344042214606,-3.28188447106332,-3.54849075535418,-4.3238031666954,-2.89932592394882,-3.67747191579544
"CHOYP_LOC101066074.1.1|m.19291",-3.29459203685393,-7.32730547205391,-4.88192102491434,-7.73228874319359,-7.79967443689315,-5.14447735186893
