"","Protein","X0","X3","X5","X7","X9","X11","X13","X15"
"11117","9_CHOYP_LOC662190.1.3|m.1532",1.5,1.5,1,1,1,1,1.5,0.5
"11118","9_CHOYP_KPYK.2.4|m.19753",0,0,2,2,1.5,1,1,0
"11119","9_CHOYP_contig_014152|m.16145",0,0.5,1,1,1,1.5,1,1.5
"11120","9_CHOYP_BRAFLDRAFT_121902.1.1|m.64757",0,0.5,0.5,1,1.5,1.5,1,1.5
"11121","9_CHOYP_contig_002568|m.2819",3.5,2,0,0,1.5,1,1,2
"11122","9_CHOYP_contig_022142|m.25369",1,1,1,1.5,1.5,0.5,1,1
"11123","9_CHOYP_contig_047190|m.55575",0,0,1,1.5,1,0.5,1.5,2
"11124","9_CHOYP_ITA5.1.1|m.55930",2.5,1,0,0.5,0.5,1,2.5,2
"11125","9_CHOYP_contig_043510|m.50295",0,1.5,1.5,1.5,2,0,1,0
"11126","9_CHOYP_BRAFLDRAFT_221898.1.2|m.28353",3.5,2,1.5,0,1,1.5,1,1
"11127","9_CHOYP_LOC100369194.1.1|m.42345",6,2,0.5,0,1,2.5,1,1
"11128","9_CHOYP_LOC100373351.2.3|m.58893",1,0,2.5,1.5,0.5,1.5,1.5,0.5
"11129","9_CHOYP_LOC100561086.1.1|m.13015",1.5,3,0.5,1,0,0,1.5,2
"11130","9_CHOYP_SHROOM3.1.1|m.15543",0,0,1,0,0,3,2,2
"11131","9_CHOYP_DNAH5.1.2|m.56799",0,0,0,0,1,6,0,1
"11132","9_CHOYP_PK3CD.1.1|m.53039",1,0.5,0.5,0,1,2,2.5,1.5
"11133","9_CHOYP_BRAFLDRAFT_124637.1.1|m.26435",2,1.5,1.5,0,1,1,2.5,0.5
"11134","9_CHOYP_COG6.1.1|m.57008",0.5,1,0.5,0,1.5,2,1.5,1.5
"11135","9_CHOYP_LOC100880308.1.1|m.6158",2.5,1,1,1,2,0.5,1.5,1
"11136","9_CHOYP_LOC584481.5.10|m.52126",0,1,1.5,1.5,0,0.5,3,0.5
"11137","9_CHOYP_LRCH2.2.2|m.56149",1,0.5,0,1,1.5,0.5,2.5,2
"11138","9_CHOYP_LOC588549.1.2|m.1855",0.5,2.5,1.5,1,1,0.5,1,0.5
"11139","9_CHOYP_LOC100372340.3.3|m.59986",0,0,1,3.5,0,2.5,1,0
"11140","9_CHOYP_QTRTD1.1.1|m.19041",0.5,1,1,1.5,1,1,1.5,1
"11141","9_CHOYP_BRAFLDRAFT_265208.6.7|m.52336",0,0.5,0.5,2.5,1,1.5,2,0
"11142","9_CHOYP_WIBG.1.1|m.11521",0.5,2,1,1.5,1,1,0.5,1
"11143","9_CHOYP_LOC100118811.1.1|m.57633",1,2.5,1.5,0.5,0.5,1,1.5,0.5
"11144","9_CHOYP_LOC564392.1.1|m.29701",0,0,3,4,1,0,0,0
"11145","9_CHOYP_SMG7.1.1|m.21983",1.5,1.5,2,1.5,1,1.5,0,0.5
"11146","9_CHOYP_RFC3.1.1|m.48357",2,2,2,1.5,1.5,0.5,0.5,0
"11147","9_CHOYP_LOC100366344.1.1|m.7458",1,2,1.5,1,0.5,0,1.5,1.5
"11148","9_CHOYP_LOC100374633.1.2|m.21989",2,2,2.5,0.5,0,0.5,1.5,1
"11149","9_CHOYP_LOC100489929.1.1|m.51437",0,1,1.5,0.5,1,1,1.5,1.5
"11150","9_CHOYP_BRAFLDRAFT_240825.1.1|m.43452",0.5,0.5,1,3,1.5,0.5,1.5,0
"11151","9_CHOYP_ZGC_73273.1.1|m.18633",1,1,1.5,1,1.5,0.5,1.5,1
"11152","9_CHOYP_contig_023445|m.26685",0,1,1,0.5,0.5,2,1.5,1.5
"11153","9_CHOYP_FAT1.4.4|m.63315",2,0.5,1.5,1.5,1.5,1,1,1
"11154","9_CHOYP_LOC100375784.4.6|m.27594",15,0,0,0,0,2,4,2
"11155","9_CHOYP_LOC101168891.1.1|m.30839",2,1,1.5,0.5,2,1.5,1,0.5
"11156","9_CHOYP_NUP85.1.1|m.16167",1,0.5,2,1,1,2,1.5,0
"11157","9_CHOYP_LOC100368416.1.1|m.58347",1,1,1,0.5,1.5,2,1.5,0.5
"11158","9_CHOYP_LOC725565.1.1|m.19064",0.5,2.5,0.5,0.5,1.5,0.5,2,0.5
"11159","9_CHOYP_LOC100905729.1.3|m.13789",1.5,0.5,1,2,1.5,1,0.5,1.5
"11160","9_CHOYP_LOC410403.1.1|m.31535",2,2.5,1,0.5,1,1,1,1
"11161","9_CHOYP_LOC586122.3.4|m.63155",0,0,0,0.5,1,3,1,2.5
"11162","9_CHOYP_PECR.1.1|m.58859",1,1.5,2,0,1,1.5,1,1
"11163","9_CHOYP_FAM193A.1.1|m.66343",1.5,2.5,1,1.5,1,0.5,0.5,1
"11164","9_CHOYP_GULP1.1.1|m.44407",1.5,2,0.5,1,1,0.5,1.5,1.5
"11165","9_CHOYP_BRAFLDRAFT_276868.1.1|m.27780",2,1,1,1,0.5,1.5,1,2
"11166","9_CHOYP_HS12A.12.33|m.39763",1.5,0,0.5,0,0.5,1,2.5,3.5
"11167","9_CHOYP_HS12B.2.14|m.19896",3.5,0,1.5,0.5,1.5,2,1.5,1
"11168","9_CHOYP_BRAFLDRAFT_126596.1.1|m.64385",1.5,0.5,1,1,1.5,0,2,2
"11169","9_CHOYP_AGAP_AGAP004481.1.1|m.8676",1.5,2.5,2.5,1.5,1,0,0,0.5
"11170","9_CHOYP_FUK.1.1|m.17020",2,1.5,1.5,2,0.5,1,1,0.5
"11171","9_CHOYP_LOC100370410.1.1|m.24212",1,1.5,2.5,0.5,1,1.5,1,0
"11172","9_CHOYP_LOC100877393.1.1|m.26310",0.5,1,1,2,1,1.5,1,0.5
"11173","9_CHOYP_LOC100889564.1.1|m.17149",1.5,1.5,1.5,1.5,1.5,0,1.5,0.5
"11174","9_CHOYP_BRAFLDRAFT_223623.1.1|m.11202",1.5,2.5,1.5,1.5,0.5,0,1.5,0.5
"11175","9_CHOYP_LOC100533284.1.2|m.25143",3,1.5,1.5,1.5,0.5,0.5,1.5,1
"11176","9_CHOYP_LOC100371468.2.2|m.53875",1.5,1.5,1,1,1,1,2,0.5
"11177","9_CHOYP_LOC100379049.1.1|m.51860",2.5,1,1,0.5,1,0.5,3,1
"11178","9_CHOYP_NEMVEDRAFT_V1G237629.1.1|m.24486",0,0.5,1,0,1.5,2,2,1
"11179","9_CHOYP_TYRO1.2.6|m.42960",0,2.5,4.5,1,0,0,0,0
"11180","9_CHOYP_BAZ1B.1.1|m.24480",1.5,1,2.5,0.5,3,0.5,0.5,0
"11181","9_CHOYP_BRAFLDRAFT_131227.1.1|m.24973",0.5,0.5,0.5,0.5,0.5,2.5,2,1.5
"11182","9_CHOYP_BRAFLDRAFT_68004.1.1|m.24323",1,1,1.5,1.5,1,1,1,1
"11183","9_CHOYP_MCMBP.1.2|m.3994",7.5,0,8,0,0,0,0,0
"11184","9_CHOYP_TMO_0856.1.3|m.5045",1.5,0.5,0,0,0.5,2.5,3,1.5
"11185","9_CHOYP_LOC101075536.1.1|m.42991",3.5,1.5,1,2,1,0,1.5,1
"11186","9_CHOYP_R3HDM1.1.1|m.36018",2,1,1.5,1.5,2,1,0.5,0.5
"11187","9_CHOYP_ISCW_ISCW023153.1.1|m.10480",3,1.5,0.5,1.5,1,1,1.5,1
"11188","9_CHOYP_LOC100369232.1.1|m.58420",0.5,1,1,1,1,0,2,2
"11189","9_CHOYP_LOC100878123.1.1|m.55730",0,0,1,0.5,1,1,2.5,2
"11190","9_CHOYP_OSA.1.2|m.6579",0.5,2,1,1,1.5,1.5,1,0
"11191","9_CHOYP_ISCW_ISCW023297.1.1|m.11833",0,2.5,1.5,1,1.5,0,1,0.5
"11192","9_CHOYP_PRP31.3.6|m.8812",1.5,2,1,0.5,1,0.5,2,1
"11193","9_CHOYP_TUT4.2.2|m.35505",3,2,1,0,1.5,1,1.5,1
"11194","9_CHOYP_LOC100368495.1.1|m.9879",1.5,0.5,0.5,1.5,1,0,2.5,2
"11195","9_CHOYP_LOC589952.2.5|m.21623",2.5,2,0.5,1.5,1,0,2,1
"11196","9_CHOYP_BRAFLDRAFT_113534.1.1|m.10828",2,1,1,1,1,2,1,1
"11197","9_CHOYP_DVIR_GJ17679.2.3|m.46443",1,0.5,1,1,0.5,1,2,2
"11198","9_CHOYP_NEMVEDRAFT_V1G179696.1.1|m.40556",0,0,0.5,0,0,2,3.5,2
"11199","9_CHOYP_C2D1.1.1|m.8807",0,0,1,1,0.5,0.5,3,2
"11200","9_CHOYP_LOC100366987.2.2|m.61972",2,1.5,1,2,1,1,1,0.5
"11201","9_CHOYP_contig_014354|m.16426",0.5,1.5,2.5,0.5,1,0.5,1,1
"11202","9_CHOYP_TENX.1.2|m.12929",0,0,0,0.5,4.5,0.5,2,0.5
"11203","9_CHOYP_TVAG_087170.6.8|m.41156",0.5,2.5,1,0.5,1.5,0.5,1,1
"11204","9_CHOYP_BBOV_II003210.5.13|m.30678",1,1.5,2,0,0.5,0,1.5,2.5
"11205","9_CHOYP_BRAFLDRAFT_118099.2.6|m.3049",0,2,1.5,2.5,2,0,0,0
"11206","9_CHOYP_EHI_072050.5.8|m.47580",1.5,8,0,0,0,0,0,0
"11207","9_CHOYP_LOC100175722.1.3|m.11427",21.5,8,0,0,0,0,0,0
"11208","9_CHOYP_LOC584567.1.1|m.29825",0,1.5,1.5,0,3,1,0.5,0.5
"11209","9_CHOYP_LOC751836.2.6|m.25437",0.5,1,1.5,1,1.5,1,1,1
"11210","9_CHOYP_BACOIKO003_21.1.1|m.44123",0.5,0.5,1,1,1,0.5,2.5,1.5
"11211","9_CHOYP_contig_041782|m.47874",1.5,0.5,0,0.5,4,1.5,0.5,1
"11212","9_CHOYP_CASP7.9.23|m.25523",1,1,2.5,3,0,0,1,0.5
"11213","9_CHOYP_contig_010639|m.12333",0,0.5,1,1.5,0.5,1,1.5,2
"11214","9_CHOYP_LOC100372287.1.1|m.10381",8,2,0,1.5,0,0.5,3,1
"11215","9_CHOYP_BRAFLDRAFT_91636.4.11|m.45350",1.5,2,1.5,0.5,1.5,1,1,0.5
"11216","9_CHOYP_LOC100641969.1.1|m.7196",0,1.5,0.5,0.5,2.5,1,1,1
"11217","9_CHOYP_LOC100881430.1.1|m.4201",0,3.5,2,2,0.5,0,0,0
"11218","9_CHOYP_LOC100645380.1.1|m.14246",0,0,0.5,2,1.5,2.5,1,1
"11219","9_CHOYP_LOC101068003.1.1|m.14900",6,2.5,1,1.5,2,1,0.5,0
"11220","9_CHOYP_SPB3.1.1|m.31072",2.5,3,1,1.5,0.5,0.5,1.5,0.5
"11221","9_CHOYP_SSU72.1.1|m.2079",1,1.5,1,3,1,0.5,1,0.5
"11222","9_CHOYP_RPB3.1.1|m.45705",2,4,0.5,0.5,0.5,2,0.5,0.5
"11223","9_CHOYP_LOC100459096.3.3|m.45135",0,0,0,0.5,2,3.5,1,1.5
"11224","9_CHOYP_BRAFLDRAFT_265208.3.7|m.10791",3,3,0.5,1,1,1,1,1
"11225","9_CHOYP_RS26.14.15|m.57342",0,0,0,0,0,8.5,0,0
"11226","9_CHOYP_BRAFLDRAFT_84237.1.1|m.1879",2.5,2.5,2.5,1,1.5,0,1,0
"11227","9_CHOYP_EXOC1.1.2|m.60",1.5,1.5,1,0,1,1.5,2,1.5
"11228","9_CHOYP_LOC100679620.1.1|m.66367",1.5,2.5,1,1,1,0.5,1.5,1
"11229","9_CHOYP_BRAFLDRAFT_123389.1.1|m.57156",2,1,1.5,1.5,1,1,1.5,1
"11230","9_CHOYP_BRAFLDRAFT_281490.1.1|m.53995",0.5,1,0.5,1,2,0.5,2,1.5
"11231","9_CHOYP_LOC100180543.1.1|m.4746",0,0.5,1,0,2.5,1,2,1.5
"11232","9_CHOYP_LOC100375419.1.1|m.60972",1,1,1,1.5,1.5,1.5,1,1
"11233","9_CHOYP_LOC100748395.6.7|m.57994",0,0,0,0,6.5,2,0,0
"11234","9_CHOYP_LOC101064328.2.3|m.57090",4.5,5,0,0,0,0,1.5,2
"11235","9_CHOYP_PEX2.2.2|m.26981",1,2,1,2,0.5,0,1,2
"11236","9_CHOYP_LOC100182352.2.2|m.64092",1,1,1,1.5,1.5,1,1,1.5
"11237","9_CHOYP_LOC100378719.1.1|m.7367",1.5,1.5,1,0.5,1,1,2.5,1
"11238","9_CHOYP_LOC580670.6.6|m.40875",0,1.5,1.5,1.5,0.5,0,3.5,0
"11239","9_CHOYP_NEMVEDRAFT_V1G157950.1.1|m.4584",0.5,1.5,1.5,0.5,0.5,1,2,1.5
"11240","9_CHOYP_ACA1_091870.1.1|m.43726",3.5,3,2.5,2,0,0,1,0
"11241","9_CHOYP_VPS11.3.3|m.17579",1.5,0.5,1,1,0.5,0,4.5,1
"11242","9_CHOYP_BRAFLDRAFT_108792.4.5|m.45892",0,2,2,1.5,0.5,0.5,1,1
"11243","9_CHOYP_BRAFLDRAFT_88219.1.5|m.37187",1,0,2.5,1.5,0.5,1,1.5,1.5
"11244","9_CHOYP_LOC658414.1.3|m.6219",0,1.5,2,2,1,0,2,0
"11245","9_CHOYP_BRAFLDRAFT_89362.1.1|m.49683",5.5,0,1.5,1,1,1.5,1.5,2
"11246","9_CHOYP_C43BP.1.1|m.62099",2,2,1,2.5,0.5,1,1.5,0
"11247","9_CHOYP_DCDC2.3.7|m.36589",0,0,2.5,0.5,0,0,2,3.5
"11248","9_CHOYP_BRAFLDRAFT_70868.1.1|m.55081",0.5,1.5,0.5,0.5,1.5,1,2,1.5
"11249","9_CHOYP_LOC100644701.2.2|m.54960",1,2,1.5,1,1,0.5,0.5,2
"11250","9_CHOYP_IFT57.1.1|m.13249",4,1.5,1.5,2,1,0.5,1,1
"11251","9_CHOYP_NTM1A.1.1|m.614",1,1,2,1,2,0.5,1,1
"11252","9_CHOYP_BRAFLDRAFT_123540.1.1|m.10582",4.5,2,3.5,1,0,1,1,0
"11253","9_CHOYP_RBX1A.1.1|m.63168",0.5,2.5,0.5,1,0.5,0.5,2.5,1
"11254","9_CHOYP_YMS5.1.1|m.5494",0,2,2.5,2,1,0,1,0
"11255","9_CHOYP_LOC579012.1.1|m.10830",24,5,0.5,2,1,0,0,0
"11256","9_CHOYP_NEMVEDRAFT_V1G167304.1.1|m.10864",1.5,1.5,1,1,1.5,1.5,1,1
"11257","9_CHOYP_K1609.1.1|m.17775",0,1,1.5,1,1.5,1,1,1.5
"11258","9_CHOYP_LOC100901947.1.1|m.7835",0.5,1.5,1,0.5,2.5,1,1.5,0.5
"11259","9_CHOYP_BRAFLDRAFT_105238.1.1|m.18657",1.5,1.5,1.5,1,1,1,1.5,1
"11260","9_CHOYP_E2F4.1.1|m.25398",2,1.5,1.5,0.5,1.5,1,1.5,1
"11261","9_CHOYP_ISCW_ISCW018501.2.2|m.61797",2.5,2,2,2,0.5,0,1.5,0.5
"11262","9_CHOYP_A4.2.3|m.7550",4,1.5,2,2,0.5,0.5,1,1
"11263","9_CHOYP_CBLN3.1.2|m.29253",0.5,2,3,1.5,1,0,0.5,0.5
"11264","9_CHOYP_DRG2.1.1|m.14009",0.5,1.5,1.5,0.5,1,0.5,1.5,2
"11265","9_CHOYP_LOC100378642.1.1|m.54868",1,1,1,1,0.5,2,2.5,0.5
"11266","9_CHOYP_THERJR_2510.1.1|m.38407",0,0.5,3,1.5,0.5,0.5,1,1.5
"11267","9_CHOYP_VATD.2.2|m.64245",3,1,1,1,1,1,1.5,2
"11268","9_CHOYP_AAEL_AAEL011273.1.1|m.12717",0.5,1.5,2,1.5,1.5,1.5,0.5,0
"11269","9_CHOYP_LOC100373990.1.1|m.6259",2,2,1.5,0,1.5,0.5,1,2
"11270","9_CHOYP_TAF9.1.1|m.10395",1,1.5,1.5,2.5,0.5,0.5,1,1
"11271","9_CHOYP_EPDR2.1.1|m.33988",0,0.5,1,1.5,2,1.5,1,1
"11272","9_CHOYP_ISCW_ISCW014880.1.1|m.27977",1,2,1.5,1,2,0,1,1
"11273","9_CHOYP_BRAFLDRAFT_88583.1.1|m.56300",1.5,0.5,1,2,1,1,2.5,0.5
"11274","9_CHOYP_BRAFLDRAFT_96254.1.1|m.47860",3.5,1.5,1,0.5,1,1,2,1.5
"11275","9_CHOYP_PAX2A.1.2|m.10577",3,1.5,1.5,2.5,0.5,1.5,0,1
"11276","9_CHOYP_contig_021811|m.25040",0.5,2.5,2,2,1,0.5,0.5,0
"11277","9_CHOYP_MYS.2.7|m.2069",0.5,1,1,0,1.5,0.5,2,2.5
"11278","9_CHOYP_TVAG_216960.2.4|m.29368",1.5,3.5,1,3,0.5,0.5,0,0
"11279","9_CHOYP_LOC100370113.2.2|m.56346",1.5,0.5,1,1.5,0.5,1.5,1.5,2
"11280","9_CHOYP_LOC100167728.1.2|m.2289",0,1,2,1.5,1,1.5,1,0.5
"11281","9_CHOYP_LOC575264.1.1|m.10111",4,2,1,2.5,1,0.5,0.5,1
"11282","9_CHOYP_contig_029222|m.33159",0.5,0,2,2.5,0.5,1,1.5,1
"11283","9_CHOYP_contig_043072|m.49721",1,1,1,1,1,1.5,1.5,1.5
"11284","9_CHOYP_contig_003670|m.4147",0,0,1,1.5,1,1,2.5,1.5
"11285","9_CHOYP_DNAH7.1.2|m.19685",1.5,2.5,1,1,0,1,2.5,0.5
"11286","9_CHOYP_LOC101067281.1.2|m.14666",4,3,1.5,2,2,0,0,0
"11287","9_CHOYP_contig_004925|m.5642",0,0,0.5,0,1,0.5,6.5,0
"11288","9_CHOYP_contig_026627|m.30320",0.5,1.5,1,1.5,0,0.5,2,2
"11289","9_CHOYP_GSTS8.1.1|m.12434",0.5,0.5,1,0.5,5.5,0.5,0.5,0.5
"11290","9_CHOYP_LOC585158.1.2|m.18137",3,3,2,0,1.5,0.5,1.5,0.5
"11291","9_CHOYP_BRAFLDRAFT_116394.1.1|m.57079",0,1,0.5,0.5,1.5,2,3,0.5
"11292","9_CHOYP_NUP214.2.3|m.20892",2.5,1,2,1,1,1.5,1.5,1
"11293","9_CHOYP_PTPA.1.1|m.18579",1,1,3.5,1.5,0,1.5,1.5,0
"11294","9_CHOYP_BRAFLDRAFT_121151.1.1|m.59381",1,1.5,1,0.5,2,1,1,2
"11295","9_CHOYP_LOC100367718.1.1|m.8839",1.5,1.5,1.5,1,1,0.5,2,1.5
"11296","9_CHOYP_MAN2B1.1.1|m.38450",1,2.5,1.5,0,0.5,0.5,3.5,0.5
"11297","9_CHOYP_PGBM.2.3|m.44777",0,0.5,2,0.5,1.5,2,1,1.5
"11298","9_CHOYP_LOC100743492.1.1|m.58896",0.5,0.5,1,1,2.5,1,2,1
"11299","9_CHOYP_LOC586678.1.1|m.35070",0.5,1.5,2,2.5,0.5,1,1.5,0
"11300","9_CHOYP_LOC100889738.1.1|m.41184",5.5,3,1,0.5,0.5,1.5,2,0.5
"11301","9_CHOYP_LOC100374685.1.1|m.16061",1.5,2,2,1.5,1,1,1,0.5
"11302","9_CHOYP_LOC100375877.1.1|m.16493",1.5,1.5,2.5,1,1,2,0.5,0.5
"11303","9_CHOYP_KS6B1.1.1|m.8274",4,4,1,0,1.5,0.5,1.5,0.5
"11304","9_CHOYP_LOC592990.1.1|m.17663",1,1.5,1,1.5,1.5,1,1,1.5
"11305","9_CHOYP_Y045.1.1|m.43767",0,1,1,1,2.5,1.5,1.5,0.5
"11306","9_CHOYP_PHUM_PHUM137710.1.1|m.19548",0,1,2,5,0,0,1,0
"11307","9_CHOYP_LOC100888919.1.1|m.1193",3,0.5,0.5,0.5,1.5,2,3,1
"11308","9_CHOYP_AMPD2.1.2|m.1295",1.5,1,2.5,4,0.5,0,0.5,0.5
"11309","9_CHOYP_CBR-GLY-5.1.1|m.26441",6,0,0.5,3,0.5,2.5,2.5,0
"11310","9_CHOYP_LOC100371575.1.1|m.10551",1.5,2,0,3.5,2,0,0.5,1
"11311","9_CHOYP_LOC577551.1.1|m.30278",4.5,0,0,1.5,0,1.5,2.5,3.5
"11312","9_CHOYP_LOC587972.1.2|m.3283",0,1,0.5,1,2,0,3,1.5
"11313","9_CHOYP_QPCT.1.1|m.38977",0,0.5,1,0.5,2.5,2,0,2.5
"11314","9_CHOYP_VIR.1.1|m.51105",1,2,0.5,1,1.5,1,2.5,0.5
"11315","9_CHOYP_BRAFLDRAFT_72357.1.1|m.59063",1.5,1,0.5,1,2.5,2,1.5,0.5
"11316","9_CHOYP_LOC100116719.1.1|m.58",0,2,0.5,0.5,2.5,1.5,1,1
"11317","9_CHOYP_MGC78792.1.1|m.45233",0,2.5,1,0.5,0.5,0.5,2,2
"11318","9_CHOYP_ZC3H18.1.1|m.8085",1.5,1.5,1.5,2,2,1,0,1
"11319","9_CHOYP_BRAFLDRAFT_209933.1.1|m.29283",0,0.5,1.5,1.5,2,2,1,0.5
"11320","9_CHOYP_BRAFLDRAFT_264461.1.1|m.51481",9.5,2.5,1.5,2,1,1,0.5,0.5
"11321","9_CHOYP_LOC100700230.1.1|m.57851",1.5,2,1,1.5,1,0.5,1,2
"11322","9_CHOYP_LOC100748436.1.1|m.33164",1,1.5,1,1,2,2,0.5,1
"11323","9_CHOYP_LOC575793.1.2|m.34690",1,2,1,1.5,2,1,0.5,1
"11324","9_CHOYP_MINT.1.1|m.54605",1,2,1,1,2,0.5,1,1.5
"11325","9_CHOYP_REPS1.1.2|m.35334",0.5,0,2,2.5,1.5,1.5,0.5,1
"11326","9_CHOYP_RPAB1.1.1|m.11586",2.5,2.5,1,0.5,1.5,1.5,1.5,0.5
"11327","9_CHOYP_LOC100632832.1.1|m.45608",3,1.5,1.5,0.5,1.5,0,2,2
"11328","9_CHOYP_LOC578349.1.1|m.51923",1,1,0.5,1.5,1.5,1,2,1.5
"11329","9_CHOYP_MMAC.1.1|m.8063",3,1.5,2,1,0.5,1.5,2,0.5
"11330","9_CHOYP_PDS5B.1.1|m.16690",0,1.5,1,3,0.5,0.5,1.5,1
"11331","9_CHOYP_HMCN1.19.44|m.39500",0,2,2,2.5,0.5,0.5,1.5,0
"11332","9_CHOYP_PK1IP.1.1|m.49466",0.5,1,1,0,2,1.5,2,1.5
"11333","9_CHOYP_RM37.1.1|m.14517",2.5,4,2.5,1,1,0.5,0,0
"11334","9_CHOYP_LOC663422.1.1|m.57246",1,1.5,1.5,2.5,1,0,1.5,1
"11335","9_CHOYP_LOC100694623.1.1|m.14876",1.5,1,0.5,1.5,1.5,3,1,0.5
"11336","9_CHOYP_SYNE1.1.1|m.51183",1.5,1,1,1,0.5,2.5,1,2
"11337","9_CHOYP_LOC100377381.1.2|m.29868",1.5,1,2,0.5,1,2,0.5,2
"11338","9_CHOYP_RTF1.1.1|m.10685",2,1,2,1,2.5,1.5,0.5,0.5
"11339","9_CHOYP_contig_000437|m.416",1.5,2,0,0,1,2.5,2,1.5
"11340","9_CHOYP_FKBP12.1.1|m.32709",0.5,1.5,1,2,1,0,1.5,2
"11341","9_CHOYP_LOC100744089.1.1|m.58530",1.5,1,1,1.5,0.5,1,2.5,1.5
"11342","9_CHOYP_BRAFLDRAFT_118756.1.2|m.16721",1,1,1,1,0.5,1,2,2.5
"11343","9_CHOYP_contig_040577|m.46077",6,1.5,3,1.5,0,0,2,1
"11344","9_CHOYP_contig_038579|m.43695",0,1,1.5,0.5,1,1,3,1
"11345","9_CHOYP_LOC100370897.5.5|m.39218",0.5,1,1,1,1.5,2,1,1.5
"11346","9_CHOYP_TBA.5.6|m.37448",1.5,2,0,0,0.5,1.5,4,1
"11347","9_CHOYP_contig_026238|m.29873",0.5,3,1.5,0.5,1.5,0.5,1.5,0.5
"11348","9_CHOYP_LOC100374772.1.4|m.30631",1,1,1.5,1,1,2,1,1.5
"11349","9_CHOYP_PRKAB1B.1.3|m.19788",1,5.5,0,0,0,1.5,2,0
"11350","9_CHOYP_LOC100375622.1.1|m.55637",0.5,1,1,0.5,0.5,2.5,2,1.5
"11351","9_CHOYP_LOC100199980.2.2|m.62743",0,1,1,1.5,1.5,0,2.5,1.5
"11352","9_CHOYP_LOC100367949.2.3|m.55056",2,2.5,3,0.5,1.5,1.5,0,0
"11353","9_CHOYP_LOC591898.2.2|m.29158",0.5,1,0.5,2,1,1,2.5,1.5
"11354","9_CHOYP_SYFA.1.1|m.53257",5,5,0.5,1.5,1.5,0,0.5,0.5
"11355","9_CHOYP_UBR5.1.1|m.44200",1.5,2,1.5,3,0,1.5,0,1.5
"11356","9_CHOYP_BRAFLDRAFT_57407.1.1|m.28838",4,3,1,2,0,0,3,0.5
"11357","9_CHOYP_LOC100119008.1.1|m.43229",0.5,0.5,0.5,1.5,0.5,3.5,1.5,1.5
"11358","9_CHOYP_LOC101062323.1.1|m.15918",1,1.5,3,2.5,1.5,0,1,0
"11359","9_CHOYP_E_R_.1.1|m.63122",1.5,1,1.5,0.5,2,1.5,1.5,1.5
"11360","9_CHOYP_BCKD.2.2|m.60038",4.5,1.5,1.5,1,2,2,0.5,1
"11361","9_CHOYP_MRPL42.1.1|m.61762",0.5,1.5,1,2,2,1,2,0
"11362","9_CHOYP_BRAFLDRAFT_129967.4.4|m.64315",0,0.5,0,1.5,2.5,0.5,3,1.5
"11363","9_CHOYP_CPIPJ_CPIJ015079.1.1|m.39675",2,3,1.5,1,2.5,0,1,0.5
"11364","9_CHOYP_PRUN2.1.1|m.38759",1,2,2,0,2,2.5,0.5,0.5
"11365","9_CHOYP_BRAFLDRAFT_126506.1.1|m.60629",1,0.5,2,1,1,1.5,2.5,1
"11366","9_CHOYP_CUL1.1.1|m.13087",0.5,1.5,0.5,1,2,1,2,1.5
"11367","9_CHOYP_POGLUT1.1.1|m.45796",0.5,0,1,0,1,2.5,2,3
"11368","9_CHOYP_CLK2.1.1|m.3081",0,1.5,2,2,0.5,1,2,0.5
"11369","9_CHOYP_LACH.1.1|m.62529",1.5,1.5,1.5,1.5,0.5,0.5,1.5,2.5
"11370","9_CHOYP_LOC587966.1.1|m.10698",1,0.5,0,0.5,2,1.5,2,3
"11371","9_CHOYP_LOC663518.1.1|m.11968",1,1.5,1.5,1.5,1.5,0.5,2,1
"11372","9_CHOYP_DDX21.1.2|m.3695",1.5,3.5,1.5,0.5,1,1,0.5,1.5
"11373","9_CHOYP_GCC2.1.1|m.17251",2,1,1,1,1.5,1,1.5,2.5
"11374","9_CHOYP_GNAQ.1.1|m.20698",2,2.5,0.5,1.5,0,1,3.5,0.5
"11375","9_CHOYP_PHUM_PHUM579670.1.1|m.63016",2,1.5,1,3,2,1,1,0
"11376","9_CHOYP_BRAFLDRAFT_270672.1.1|m.25768",0,1,3.5,2.5,2,0.5,0,0
"11377","9_CHOYP_LOC100371332.1.6|m.7760",6.5,4,1,1,0.5,0.5,1,1.5
"11378","9_CHOYP_UBP20.2.2|m.51412",2,2.5,1.5,2,0.5,0,2,1
"11379","9_CHOYP_DWIL_GK25256.1.1|m.7275",3,1,2,1,0,1,3.5,1
"11380","9_CHOYP_MEGF6.36.59|m.43203",0,0,0.5,0.5,0,2.5,1.5,4.5
"11381","9_CHOYP_LOC100490454.1.1|m.64455",2,0.5,1.5,1.5,1.5,1,3,0.5
"11382","9_CHOYP_PHUM_PHUM071280.1.1|m.25507",2,2,1,1.5,1,1.5,1,1.5
"11383","9_CHOYP_BRAFLDRAFT_125701.1.3|m.18477",1,1,1.5,1.5,1.5,1.5,1,1.5
"11384","9_CHOYP_LOC100368053.1.1|m.25224",2.5,1,2,0.5,1,1.5,1.5,2
"11385","9_CHOYP_GOLI4.2.4|m.15493",0,1,0,0.5,1,2.5,2,2.5
"11386","9_CHOYP_LOC100375650.1.1|m.51555",4.5,1,0,0.5,1,2.5,2,2.5
"11387","9_CHOYP_LOC578781.2.5|m.8827",0,2,1,1.5,1,3,1,0
